region,event_type,event_year,threshold_percent,event_date
Hudson Bay Area,break-up,2026,50.0,2026-06-09 16:58:03.001347
Hudson Bay Area,break-up,2026,90.0,2026-04-24 13:01:37.297297
Hudson Bay Area,freeze-up,2026,10.0,
Hudson Bay Area,freeze-up,2026,50.0,
Hudson Bay Area,freeze-up,2026,90.0,
Hudson Strait,break-up,1978,10.0,
Hudson Strait,break-up,1978,50.0,
Hudson Strait,break-up,1978,90.0,
Hudson Strait,freeze-up,1978,10.0,
Hudson Strait,freeze-up,1978,50.0,
Hudson Strait,freeze-up,1978,90.0,
Hudson Strait,break-up,1979,10.0,1979-07-17 14:51:32.497938
Hudson Strait,break-up,1979,50.0,1979-06-28 08:35:02.189781
Hudson Strait,break-up,1979,90.0,1979-04-09 02:45:40.518417
Hudson Strait,freeze-up,1979,10.0,1979-11-27 16:37:26.100519
Hudson Strait,freeze-up,1979,50.0,1979-12-07 16:46:15.079197
Hudson Strait,freeze-up,1979,90.0,1980-02-07 10:10:13.953488
Hudson Strait,break-up,1980,10.0,1980-07-07 12:29:12.850539
Hudson Strait,break-up,1980,50.0,1980-06-17 10:48:28.309305
Hudson Strait,break-up,1980,90.0,1980-04-02 23:54:52.252894
Hudson Strait,freeze-up,1980,10.0,1980-12-02 05:11:16.033504
Hudson Strait,freeze-up,1980,50.0,1980-12-08 11:04:11.795841
Hudson Strait,freeze-up,1980,90.0,1981-01-27 11:41:11.641791
Hudson Strait,break-up,1981,10.0,1981-07-08 07:20:21.880698
Hudson Strait,break-up,1981,50.0,1981-06-17 04:45:16.619884
Hudson Strait,break-up,1981,90.0,1981-04-23 16:14:57.196261
Hudson Strait,freeze-up,1981,10.0,1981-11-27 10:44:28.976958
Hudson Strait,freeze-up,1981,50.0,1981-12-19 06:44:11.286601
Hudson Strait,freeze-up,1981,90.0,1982-02-01 05:07:38.687258
Hudson Strait,break-up,1982,10.0,1982-07-16 19:06:40.000000
Hudson Strait,break-up,1982,50.0,1982-06-25 04:14:55.280898
Hudson Strait,break-up,1982,90.0,1982-04-29 05:27:30.226928
Hudson Strait,freeze-up,1982,10.0,1982-11-13 19:16:02.176422
Hudson Strait,freeze-up,1982,50.0,1982-11-25 01:30:29.463781
Hudson Strait,freeze-up,1982,90.0,1982-12-25 07:42:58.444747
Hudson Strait,break-up,1983,10.0,1983-08-01 07:02:36.210665
Hudson Strait,break-up,1983,50.0,1983-07-06 19:23:20.985221
Hudson Strait,break-up,1983,90.0,1983-04-17 11:07:28.239355
Hudson Strait,freeze-up,1983,10.0,1983-11-13 10:44:47.388535
Hudson Strait,freeze-up,1983,50.0,1983-11-26 19:05:49.917627
Hudson Strait,freeze-up,1983,90.0,1984-01-03 16:37:59.806138
Hudson Strait,break-up,1984,10.0,1984-08-02 12:32:56.025236
Hudson Strait,break-up,1984,50.0,1984-07-10 18:40:59.287410
Hudson Strait,break-up,1984,90.0,1984-04-27 08:26:08.871595
Hudson Strait,freeze-up,1984,10.0,1984-11-13 23:26:14.809375
Hudson Strait,freeze-up,1984,50.0,1984-12-01 01:32:07.209855
Hudson Strait,freeze-up,1984,90.0,1984-12-31 19:13:16.885428
Hudson Strait,break-up,1985,10.0,1985-07-20 23:33:13.980969
Hudson Strait,break-up,1985,50.0,1985-07-01 14:12:41.478933
Hudson Strait,break-up,1985,90.0,1985-05-11 17:06:35.939086
Hudson Strait,freeze-up,1985,10.0,1985-12-02 19:13:15.860771
Hudson Strait,freeze-up,1985,50.0,1985-12-20 08:39:42.377022
Hudson Strait,freeze-up,1985,90.0,1986-02-12 22:17:20.462427
Hudson Strait,break-up,1986,10.0,1986-07-08 16:03:38.892508
Hudson Strait,break-up,1986,50.0,1986-06-15 09:43:19.816007
Hudson Strait,break-up,1986,90.0,1986-03-30 11:14:48.702928
Hudson Strait,freeze-up,1986,10.0,1986-11-05 11:02:52.800000
Hudson Strait,freeze-up,1986,50.0,1986-11-15 03:27:33.024793
Hudson Strait,freeze-up,1986,90.0,1987-01-02 16:15:21.073672
Hudson Strait,break-up,1987,10.0,1987-07-19 05:20:20.020855
Hudson Strait,break-up,1987,50.0,1987-06-25 16:36:38.188874
Hudson Strait,break-up,1987,90.0,1987-04-14 08:42:08.055077
Hudson Strait,freeze-up,1987,10.0,1987-11-18 19:34:12.186805
Hudson Strait,freeze-up,1987,50.0,1987-11-30 20:01:01.374533
Hudson Strait,freeze-up,1987,90.0,1988-01-07 17:34:33.790462
Hudson Strait,break-up,1988,10.0,1988-07-21 14:01:27.320837
Hudson Strait,break-up,1988,50.0,1988-06-25 04:46:13.614775
Hudson Strait,break-up,1988,90.0,1988-04-18 04:37:20.986132
Hudson Strait,freeze-up,1988,10.0,1988-12-03 06:19:08.137108
Hudson Strait,freeze-up,1988,50.0,1988-12-07 03:48:24.049262
Hudson Strait,freeze-up,1988,90.0,1989-01-18 06:41:30.352941
Hudson Strait,break-up,1989,10.0,1989-07-13 11:55:27.580484
Hudson Strait,break-up,1989,50.0,1989-06-21 00:05:44.873949
Hudson Strait,break-up,1989,90.0,1989-04-07 08:24:51.798561
Hudson Strait,freeze-up,1989,10.0,1989-11-22 17:19:12.625345
Hudson Strait,freeze-up,1989,50.0,1989-11-30 07:15:07.826086
Hudson Strait,freeze-up,1989,90.0,1989-12-26 08:42:19.767054
Hudson Strait,break-up,1990,10.0,1990-07-27 20:42:29.782293
Hudson Strait,break-up,1990,50.0,1990-06-29 03:57:01.822272
Hudson Strait,break-up,1990,90.0,1990-03-29 10:19:59.999999
Hudson Strait,freeze-up,1990,10.0,1990-11-14 14:23:13.814432
Hudson Strait,freeze-up,1990,50.0,1990-12-01 11:37:56.323119
Hudson Strait,freeze-up,1990,90.0,1991-01-08 08:02:07.152317
Hudson Strait,break-up,1991,10.0,1991-07-22 01:44:20.869565
Hudson Strait,break-up,1991,50.0,1991-06-27 21:09:00.458015
Hudson Strait,break-up,1991,90.0,1991-03-28 16:22:03.726708
Hudson Strait,freeze-up,1991,10.0,1991-11-28 12:54:11.109907
Hudson Strait,freeze-up,1991,50.0,1991-12-08 09:23:02.698961
Hudson Strait,freeze-up,1991,90.0,1992-01-23 22:06:46.644518
Hudson Strait,break-up,1992,10.0,1992-07-28 21:59:21.394101
Hudson Strait,break-up,1992,50.0,1992-07-08 10:27:23.153526
Hudson Strait,break-up,1992,90.0,1992-05-11 00:11:38.275862
Hudson Strait,freeze-up,1992,10.0,1992-11-16 03:15:14.678718
Hudson Strait,freeze-up,1992,50.0,1992-11-22 11:40:08.907741
Hudson Strait,freeze-up,1992,90.0,1992-12-23 20:53:07.529228
Hudson Strait,break-up,1993,10.0,1993-07-12 11:56:04.577656
Hudson Strait,break-up,1993,50.0,1993-06-23 06:15:05.960264
Hudson Strait,break-up,1993,90.0,1993-05-11 07:44:17.454545
Hudson Strait,freeze-up,1993,10.0,1993-11-12 10:21:22.421420
Hudson Strait,freeze-up,1993,50.0,1993-11-29 03:58:20.689655
Hudson Strait,freeze-up,1993,90.0,1993-12-24 05:41:51.119056
Hudson Strait,break-up,1994,10.0,1994-07-12 20:44:16.310679
Hudson Strait,break-up,1994,50.0,1994-06-21 15:15:09.700598
Hudson Strait,break-up,1994,90.0,1994-04-14 05:00:47.070217
Hudson Strait,freeze-up,1994,10.0,1994-11-26 22:04:23.924365
Hudson Strait,freeze-up,1994,50.0,1994-12-09 05:12:53.935351
Hudson Strait,freeze-up,1994,90.0,1995-01-29 21:23:19.511002
Hudson Strait,break-up,1995,10.0,1995-07-05 01:05:47.208121
Hudson Strait,break-up,1995,50.0,1995-06-10 20:14:26.819412
Hudson Strait,break-up,1995,90.0,1995-03-30 03:03:51.500465
Hudson Strait,freeze-up,1995,10.0,1995-11-30 03:54:56.450849
Hudson Strait,freeze-up,1995,50.0,1995-12-14 15:06:24.514344
Hudson Strait,freeze-up,1995,90.0,
Hudson Strait,break-up,1996,10.0,1996-07-19 06:59:10.966107
Hudson Strait,break-up,1996,50.0,1996-06-26 22:57:20.660165
Hudson Strait,break-up,1996,90.0,1996-04-23 01:20:46.421663
Hudson Strait,freeze-up,1996,10.0,1996-11-29 16:16:32.082262
Hudson Strait,freeze-up,1996,50.0,1996-12-21 17:21:32.054794
Hudson Strait,freeze-up,1996,90.0,1997-01-30 16:31:44.516129
Hudson Strait,break-up,1997,10.0,1997-07-09 20:31:55.270935
Hudson Strait,break-up,1997,50.0,1997-06-19 20:07:29.081900
Hudson Strait,break-up,1997,90.0,1997-04-18 01:56:57.055342
Hudson Strait,freeze-up,1997,10.0,1997-12-07 14:26:23.119700
Hudson Strait,freeze-up,1997,50.0,1997-12-16 09:39:49.764174
Hudson Strait,freeze-up,1997,90.0,1998-02-02 15:57:52.495849
Hudson Strait,break-up,1998,10.0,1998-06-26 19:48:45.458248
Hudson Strait,break-up,1998,50.0,1998-06-05 09:40:30.000000
Hudson Strait,break-up,1998,90.0,1998-04-05 08:49:33.214285
Hudson Strait,freeze-up,1998,10.0,1998-12-16 19:29:06.341463
Hudson Strait,freeze-up,1998,50.0,1998-12-21 22:07:34.804270
Hudson Strait,freeze-up,1998,90.0,1999-02-08 11:24:40.754716
Hudson Strait,break-up,1999,10.0,1999-06-30 06:21:31.736017
Hudson Strait,break-up,1999,50.0,1999-06-07 02:44:11.866801
Hudson Strait,break-up,1999,90.0,1999-03-16 04:13:06.151797
Hudson Strait,freeze-up,1999,10.0,1999-12-05 19:17:38.450704
Hudson Strait,freeze-up,1999,50.0,1999-12-23 07:05:41.942369
Hudson Strait,freeze-up,1999,90.0,2000-01-31 16:21:31.903719
Hudson Strait,break-up,2000,10.0,2000-07-01 18:12:58.378378
Hudson Strait,break-up,2000,50.0,2000-06-11 16:40:09.099526
Hudson Strait,break-up,2000,90.0,2000-03-19 02:18:09.789635
Hudson Strait,freeze-up,2000,10.0,2000-12-02 11:12:58.937686
Hudson Strait,freeze-up,2000,50.0,2000-12-12 13:15:12.839392
Hudson Strait,freeze-up,2000,90.0,2001-01-15 20:08:06.876790
Hudson Strait,break-up,2001,10.0,2001-06-20 10:06:34.830597
Hudson Strait,break-up,2001,50.0,2001-06-01 15:27:49.721627
Hudson Strait,break-up,2001,90.0,2001-04-07 02:04:24.220183
Hudson Strait,freeze-up,2001,10.0,2001-12-03 03:16:24.204131
Hudson Strait,freeze-up,2001,50.0,2001-12-10 12:31:28.151658
Hudson Strait,freeze-up,2001,90.0,2002-01-17 18:20:54.631083
Hudson Strait,break-up,2002,10.0,2002-07-10 01:40:05.381165
Hudson Strait,break-up,2002,50.0,2002-06-19 01:50:41.253456
Hudson Strait,break-up,2002,90.0,2002-03-22 21:46:45.260685
Hudson Strait,freeze-up,2002,10.0,2002-12-06 21:46:50.322580
Hudson Strait,freeze-up,2002,50.0,2002-12-11 22:30:12.176929
Hudson Strait,freeze-up,2002,90.0,2003-02-07 16:52:06.348333
Hudson Strait,break-up,2003,10.0,2003-06-21 18:57:40.194174
Hudson Strait,break-up,2003,50.0,2003-06-03 07:00:12.563758
Hudson Strait,break-up,2003,90.0,2003-03-18 01:38:37.808219
Hudson Strait,freeze-up,2003,10.0,2003-12-12 15:28:59.165009
Hudson Strait,freeze-up,2003,50.0,2003-12-27 16:51:43.229594
Hudson Strait,freeze-up,2003,90.0,2004-02-27 14:49:53.258426
Hudson Strait,break-up,2004,10.0,2004-07-03 08:03:04.964110
Hudson Strait,break-up,2004,50.0,2004-06-06 22:27:17.022132
Hudson Strait,break-up,2004,90.0,2004-03-18 09:59:59.999999
Hudson Strait,freeze-up,2004,10.0,2004-12-02 16:30:31.868852
Hudson Strait,freeze-up,2004,50.0,2004-12-12 18:16:50.605115
Hudson Strait,freeze-up,2004,90.0,
Hudson Strait,break-up,2005,10.0,2005-07-02 14:19:45.829707
Hudson Strait,break-up,2005,50.0,2005-06-07 13:22:24.424778
Hudson Strait,break-up,2005,90.0,
Hudson Strait,freeze-up,2005,10.0,2005-12-09 16:14:42.948673
Hudson Strait,freeze-up,2005,50.0,2005-12-20 17:48:49.330254
Hudson Strait,freeze-up,2005,90.0,
Hudson Strait,break-up,2006,10.0,2006-06-17 05:26:06.712141
Hudson Strait,break-up,2006,50.0,2006-05-25 18:37:58.124999
Hudson Strait,break-up,2006,90.0,2006-03-29 06:15:28.366762
Hudson Strait,freeze-up,2006,10.0,2006-12-19 00:21:50.635428
Hudson Strait,freeze-up,2006,50.0,2006-12-29 22:54:36.135377
Hudson Strait,freeze-up,2006,90.0,
Hudson Strait,break-up,2007,10.0,2007-06-28 04:38:58.144329
Hudson Strait,break-up,2007,50.0,2007-06-05 16:05:58.189997
Hudson Strait,break-up,2007,90.0,2007-03-18 13:44:54.857142
Hudson Strait,freeze-up,2007,10.0,2007-11-27 23:32:16.659436
Hudson Strait,freeze-up,2007,50.0,2007-12-09 00:00:28.780812
Hudson Strait,freeze-up,2007,90.0,2008-01-02 04:17:33.126184
Hudson Strait,break-up,2008,10.0,2008-07-02 08:16:46.113537
Hudson Strait,break-up,2008,50.0,2008-06-14 11:11:52.796998
Hudson Strait,break-up,2008,90.0,2008-03-19 00:52:17.065052
Hudson Strait,freeze-up,2008,10.0,2008-12-04 11:11:00.067491
Hudson Strait,freeze-up,2008,50.0,2008-12-10 18:24:57.549956
Hudson Strait,freeze-up,2008,90.0,2009-02-19 04:20:08.119079
Hudson Strait,break-up,2009,10.0,2009-07-03 20:07:09.949471
Hudson Strait,break-up,2009,50.0,2009-06-14 10:42:09.729729
Hudson Strait,break-up,2009,90.0,2009-04-17 04:33:58.938053
Hudson Strait,freeze-up,2009,10.0,2009-12-03 15:06:17.622377
Hudson Strait,freeze-up,2009,50.0,2009-12-26 03:53:46.639552
Hudson Strait,freeze-up,2009,90.0,
Hudson Strait,break-up,2010,10.0,2010-06-19 14:13:10.419161
Hudson Strait,break-up,2010,50.0,2010-06-01 02:08:17.624190
Hudson Strait,break-up,2010,90.0,2010-03-26 03:49:12.932216
Hudson Strait,freeze-up,2010,10.0,2011-01-12 07:14:18.609625
Hudson Strait,freeze-up,2010,50.0,2011-01-26 16:46:00.874089
Hudson Strait,freeze-up,2010,90.0,
Hudson Strait,break-up,2011,10.0,2011-06-13 17:31:21.349458
Hudson Strait,break-up,2011,50.0,2011-05-05 15:28:40.646006
Hudson Strait,break-up,2011,90.0,
Hudson Strait,freeze-up,2011,10.0,2011-12-17 01:32:29.000951
Hudson Strait,freeze-up,2011,50.0,2011-12-30 06:59:52.859166
Hudson Strait,freeze-up,2011,90.0,
Hudson Strait,break-up,2012,10.0,2012-06-21 17:46:49.014084
Hudson Strait,break-up,2012,50.0,2012-06-06 07:49:43.957219
Hudson Strait,break-up,2012,90.0,2012-03-21 04:14:46.288848
Hudson Strait,freeze-up,2012,10.0,2012-12-04 06:28:11.650485
Hudson Strait,freeze-up,2012,50.0,2012-12-26 04:50:52.340425
Hudson Strait,freeze-up,2012,90.0,2013-02-16 01:01:13.990077
Hudson Strait,break-up,2013,10.0,2013-06-26 16:01:40.501635
Hudson Strait,break-up,2013,50.0,2013-06-09 01:34:53.023255
Hudson Strait,break-up,2013,90.0,2013-03-21 10:10:56.191074
Hudson Strait,freeze-up,2013,10.0,2013-11-29 15:35:09.864603
Hudson Strait,freeze-up,2013,50.0,2013-12-14 22:42:00.947724
Hudson Strait,freeze-up,2013,90.0,2014-02-05 12:44:07.058823
Hudson Strait,break-up,2014,10.0,2014-06-27 10:33:25.675877
Hudson Strait,break-up,2014,50.0,2014-06-12 09:51:22.507384
Hudson Strait,break-up,2014,90.0,2014-05-06 06:18:50.232558
Hudson Strait,freeze-up,2014,10.0,2014-11-28 17:27:11.020408
Hudson Strait,freeze-up,2014,50.0,2014-12-15 21:40:29.065743
Hudson Strait,freeze-up,2014,90.0,2015-01-29 07:45:35.079872
Hudson Strait,break-up,2015,10.0,2015-06-28 21:31:07.826086
Hudson Strait,break-up,2015,50.0,2015-06-06 07:53:53.898305
Hudson Strait,break-up,2015,90.0,2015-04-03 09:10:26.912928
Hudson Strait,freeze-up,2015,10.0,2015-11-24 04:29:25.416285
Hudson Strait,freeze-up,2015,50.0,2015-12-03 12:13:22.896451
Hudson Strait,freeze-up,2015,90.0,2016-01-31 03:23:03.995523
Hudson Strait,break-up,2016,10.0,2016-07-06 21:43:32.903225
Hudson Strait,break-up,2016,50.0,2016-06-16 04:36:38.130841
Hudson Strait,break-up,2016,90.0,2016-04-04 21:47:06.845637
Hudson Strait,freeze-up,2016,10.0,2016-12-09 11:10:36.918827
Hudson Strait,freeze-up,2016,50.0,2016-12-19 19:50:22.150882
Hudson Strait,freeze-up,2016,90.0,2017-02-02 20:39:12.191235
Hudson Strait,break-up,2017,10.0,2017-06-23 16:34:59.251123
Hudson Strait,break-up,2017,50.0,2017-06-07 01:53:43.647569
Hudson Strait,break-up,2017,90.0,2017-04-05 22:00:18.818609
Hudson Strait,freeze-up,2017,10.0,2017-12-09 17:56:02.056303
Hudson Strait,freeze-up,2017,50.0,2017-12-19 12:15:43.643512
Hudson Strait,freeze-up,2017,90.0,2018-01-27 07:08:24.513064
Hudson Strait,break-up,2018,10.0,2018-07-11 00:38:13.805309
Hudson Strait,break-up,2018,50.0,2018-06-16 05:03:56.949614
Hudson Strait,break-up,2018,90.0,
Hudson Strait,freeze-up,2018,10.0,2018-11-28 05:53:28.759124
Hudson Strait,freeze-up,2018,50.0,2018-12-14 06:49:35.107865
Hudson Strait,freeze-up,2018,90.0,
Hudson Strait,break-up,2019,10.0,2019-06-24 23:33:46.707132
Hudson Strait,break-up,2019,50.0,2019-05-29 12:13:08.379888
Hudson Strait,break-up,2019,90.0,2019-03-22 12:32:12.885906
Hudson Strait,freeze-up,2019,10.0,2019-12-19 15:24:52.981709
Hudson Strait,freeze-up,2019,50.0,2019-12-25 19:45:08.582511
Hudson Strait,freeze-up,2019,90.0,2020-02-18 01:46:19.630808
Hudson Strait,break-up,2020,10.0,2020-06-29 04:17:01.621621
Hudson Strait,break-up,2020,50.0,2020-05-21 00:49:59.820413
Hudson Strait,break-up,2020,90.0,
Hudson Strait,freeze-up,2020,10.0,2020-12-11 10:08:02.048546
Hudson Strait,freeze-up,2020,50.0,2020-12-20 08:48:37.081545
Hudson Strait,freeze-up,2020,90.0,
Hudson Strait,break-up,2021,10.0,2021-06-24 01:44:37.466863
Hudson Strait,break-up,2021,50.0,2021-05-25 00:21:33.107522
Hudson Strait,break-up,2021,90.0,2021-03-26 17:01:24.534412
Hudson Strait,freeze-up,2021,10.0,2021-12-20 01:16:47.024968
Hudson Strait,freeze-up,2021,50.0,2021-12-30 20:37:33.873127
Hudson Strait,freeze-up,2021,90.0,2022-02-16 06:51:07.642752
Hudson Strait,break-up,2022,10.0,2022-06-17 17:23:12.700729
Hudson Strait,break-up,2022,50.0,2022-06-02 07:46:14.634146
Hudson Strait,break-up,2022,90.0,
Hudson Strait,freeze-up,2022,10.0,2022-12-04 16:59:54.695853
Hudson Strait,freeze-up,2022,50.0,2022-12-17 06:46:42.296211
Hudson Strait,freeze-up,2022,90.0,
Hudson Strait,break-up,2023,10.0,2023-06-29 00:05:01.045296
Hudson Strait,break-up,2023,50.0,2023-06-03 03:36:05.893587
Hudson Strait,break-up,2023,90.0,2023-04-18 07:05:32.379713
Hudson Strait,freeze-up,2023,10.0,2023-12-18 13:45:36.801809
Hudson Strait,freeze-up,2023,50.0,2023-12-31 22:29:23.914876
Hudson Strait,freeze-up,2023,90.0,
Hudson Strait,break-up,2024,10.0,2024-06-23 05:32:38.348294
Hudson Strait,break-up,2024,50.0,2024-06-01 23:23:07.717543
Hudson Strait,break-up,2024,90.0,
Hudson Strait,freeze-up,2024,10.0,2025-01-05 05:54:22.905162
Hudson Strait,freeze-up,2024,50.0,2025-01-14 19:22:05.394896
Hudson Strait,freeze-up,2024,90.0,
Hudson Strait,break-up,2025,10.0,2025-06-17 20:54:31.556350
Hudson Strait,break-up,2025,50.0,2025-05-23 00:02:21.084258
Hudson Strait,break-up,2025,90.0,
Hudson Strait,freeze-up,2025,10.0,2025-12-22 15:10:57.207940
Hudson Strait,freeze-up,2025,50.0,2026-01-06 13:29:36.000000
Hudson Strait,freeze-up,2025,90.0,
Hudson Strait,break-up,2026,10.0,2026-06-14 12:32:06.540724
Hudson Strait,break-up,2026,50.0,2026-05-19 21:07:25.579567
Hudson Strait,break-up,2026,90.0,2026-03-17 00:00:50.898379
Hudson Strait,freeze-up,2026,10.0,
Hudson Strait,freeze-up,2026,50.0,
Hudson Strait,freeze-up,2026,90.0,
