region,event_type,event_year,threshold_percent,event_date
Gulf of Boothia,freeze-up,1995,90.0,1995-11-15 22:55:03.978779
Gulf of Boothia,break-up,1996,10.0,
Gulf of Boothia,break-up,1996,50.0,1996-07-24 20:39:04.186046
Gulf of Boothia,break-up,1996,90.0,1996-06-18 02:29:55.925758
Gulf of Boothia,freeze-up,1996,10.0,
Gulf of Boothia,freeze-up,1996,50.0,1996-10-08 13:25:47.806396
Gulf of Boothia,freeze-up,1996,90.0,1996-11-26 01:50:40.000000
Gulf of Boothia,break-up,1997,10.0,
Gulf of Boothia,break-up,1997,50.0,1997-07-28 16:03:35.614973
Gulf of Boothia,break-up,1997,90.0,1997-06-06 14:31:06.666666
Gulf of Boothia,freeze-up,1997,10.0,
Gulf of Boothia,freeze-up,1997,50.0,1997-10-08 00:08:36.651333
Gulf of Boothia,freeze-up,1997,90.0,1997-10-22 08:29:13.159851
Gulf of Boothia,break-up,1998,10.0,1998-09-01 02:04:56.329254
Gulf of Boothia,break-up,1998,50.0,1998-07-19 09:49:59.089529
Gulf of Boothia,break-up,1998,90.0,1998-06-05 10:08:48.252938
Gulf of Boothia,freeze-up,1998,10.0,1998-10-16 00:16:36.276743
Gulf of Boothia,freeze-up,1998,50.0,1998-10-22 22:53:29.508048
Gulf of Boothia,freeze-up,1998,90.0,1998-12-18 17:35:41.479099
Gulf of Boothia,break-up,1999,10.0,
Gulf of Boothia,break-up,1999,50.0,1999-07-30 00:13:43.837902
Gulf of Boothia,break-up,1999,90.0,1999-06-18 02:01:39.017681
Gulf of Boothia,freeze-up,1999,10.0,
Gulf of Boothia,freeze-up,1999,50.0,1999-10-14 12:05:35.345868
Gulf of Boothia,freeze-up,1999,90.0,1999-11-14 02:41:13.282442
Gulf of Boothia,break-up,2000,10.0,
Gulf of Boothia,break-up,2000,50.0,2000-07-31 18:58:51.558935
Gulf of Boothia,break-up,2000,90.0,2000-06-08 06:06:40.390243
Gulf of Boothia,freeze-up,2000,10.0,
Gulf of Boothia,freeze-up,2000,50.0,2000-10-11 13:03:08.610478
Gulf of Boothia,freeze-up,2000,90.0,2000-11-15 05:17:14.999999
Gulf of Boothia,break-up,2001,10.0,2001-08-30 00:47:31.485148
Gulf of Boothia,break-up,2001,50.0,2001-07-30 11:02:33.846153
Gulf of Boothia,break-up,2001,90.0,2001-06-20 08:36:43.059805
Gulf of Boothia,freeze-up,2001,10.0,2001-10-08 04:44:39.599367
Gulf of Boothia,freeze-up,2001,50.0,2001-10-17 20:36:03.951034
Gulf of Boothia,freeze-up,2001,90.0,2001-11-11 18:44:35.358539
Gulf of Boothia,break-up,2002,10.0,
Gulf of Boothia,break-up,2002,50.0,2002-08-12 02:00:51.798561
Gulf of Boothia,break-up,2002,90.0,2002-06-15 14:30:00.736799
Gulf of Boothia,freeze-up,2002,10.0,
Gulf of Boothia,freeze-up,2002,50.0,2002-10-05 22:04:31.347444
Gulf of Boothia,freeze-up,2002,90.0,2002-11-20 06:11:48.196721
Gulf of Boothia,break-up,2003,10.0,
Gulf of Boothia,break-up,2003,50.0,2003-08-28 04:14:20.176991
Gulf of Boothia,break-up,2003,90.0,2003-06-21 23:55:21.739130
Gulf of Boothia,freeze-up,2003,10.0,
Gulf of Boothia,freeze-up,2003,50.0,2003-09-28 01:58:06.661143
Gulf of Boothia,freeze-up,2003,90.0,2003-12-05 13:11:22.758620
Gulf of Boothia,break-up,2004,10.0,
Gulf of Boothia,break-up,2004,50.0,2004-08-20 01:23:45.503355
Gulf of Boothia,break-up,2004,90.0,2004-06-23 05:34:43.774453
Gulf of Boothia,freeze-up,2004,10.0,
Gulf of Boothia,freeze-up,2004,50.0,2004-09-27 19:17:12.983794
Gulf of Boothia,freeze-up,2004,90.0,2004-11-21 00:42:17.783711
Gulf of Boothia,break-up,2005,10.0,
Gulf of Boothia,break-up,2005,50.0,2005-08-05 17:07:24.394110
Gulf of Boothia,break-up,2005,90.0,2005-05-24 22:17:01.453287
Gulf of Boothia,freeze-up,2005,10.0,
Gulf of Boothia,freeze-up,2005,50.0,2005-10-04 23:42:14.976887
Gulf of Boothia,freeze-up,2005,90.0,2005-11-29 22:25:34.426229
Gulf of Boothia,break-up,2006,10.0,2006-09-05 06:23:16.813495
Gulf of Boothia,break-up,2006,50.0,2006-07-26 07:00:22.489187
Gulf of Boothia,break-up,2006,90.0,2006-06-16 05:08:51.255728
Gulf of Boothia,freeze-up,2006,10.0,2006-10-12 09:45:55.862068
Gulf of Boothia,freeze-up,2006,50.0,2006-11-03 15:26:16.799999
Gulf of Boothia,freeze-up,2006,90.0,2006-12-03 22:46:20.562659
Gulf of Boothia,break-up,2007,10.0,2007-08-17 04:22:43.975155
Gulf of Boothia,break-up,2007,50.0,2007-07-23 06:47:04.336134
Gulf of Boothia,break-up,2007,90.0,2007-06-11 14:00:41.811846
Gulf of Boothia,freeze-up,2007,10.0,2007-10-16 09:44:07.288503
Gulf of Boothia,freeze-up,2007,50.0,2007-10-23 21:43:16.946564
Gulf of Boothia,freeze-up,2007,90.0,2007-11-21 23:38:18.973305
Gulf of Boothia,break-up,2008,10.0,2008-08-25 01:19:10.152718
Gulf of Boothia,break-up,2008,50.0,2008-07-28 06:33:58.122332
Gulf of Boothia,break-up,2008,90.0,2008-06-12 22:09:37.724550
Gulf of Boothia,freeze-up,2008,10.0,2008-10-10 01:05:24.058919
Gulf of Boothia,freeze-up,2008,50.0,2008-10-19 18:07:25.280289
Gulf of Boothia,freeze-up,2008,90.0,2008-11-16 17:55:11.999999
Gulf of Boothia,break-up,2009,10.0,
Gulf of Boothia,break-up,2009,50.0,2009-08-04 07:41:17.630553
Gulf of Boothia,break-up,2009,90.0,2009-06-12 11:11:59.999999
Gulf of Boothia,freeze-up,2009,10.0,
Gulf of Boothia,freeze-up,2009,50.0,2009-10-14 02:31:44.384724
Gulf of Boothia,freeze-up,2009,90.0,2009-11-19 12:20:05.286343
Gulf of Boothia,break-up,2010,10.0,
Gulf of Boothia,break-up,2010,50.0,2010-08-07 01:30:00.000000
Gulf of Boothia,break-up,2010,90.0,2010-07-06 00:13:48.644501
Gulf of Boothia,freeze-up,2010,10.0,
Gulf of Boothia,freeze-up,2010,50.0,2010-10-26 11:44:28.801210
Gulf of Boothia,freeze-up,2010,90.0,2010-12-03 18:22:03.766816
Gulf of Boothia,break-up,2011,10.0,2011-08-26 07:10:03.121748
Gulf of Boothia,break-up,2011,50.0,2011-07-19 21:20:59.363957
Gulf of Boothia,break-up,2011,90.0,2011-06-09 13:22:53.549000
Gulf of Boothia,freeze-up,2011,10.0,2011-10-16 20:56:25.835694
Gulf of Boothia,freeze-up,2011,50.0,2011-10-23 03:58:48.165026
Gulf of Boothia,freeze-up,2011,90.0,2011-11-18 22:32:49.102296
Gulf of Boothia,break-up,2012,10.0,2012-09-07 13:05:45.735392
Gulf of Boothia,break-up,2012,50.0,2012-07-25 20:32:49.650826
Gulf of Boothia,break-up,2012,90.0,2012-06-08 08:47:52.412495
Gulf of Boothia,freeze-up,2012,10.0,2012-10-10 14:40:14.735226
Gulf of Boothia,freeze-up,2012,50.0,2012-10-20 22:26:04.660539
Gulf of Boothia,freeze-up,2012,90.0,2012-11-20 01:42:28.069644
Gulf of Boothia,break-up,2013,10.0,
Gulf of Boothia,break-up,2013,50.0,2013-08-01 20:14:43.900385
Gulf of Boothia,break-up,2013,90.0,2013-06-21 05:21:06.898954
Gulf of Boothia,freeze-up,2013,10.0,
Gulf of Boothia,freeze-up,2013,50.0,2013-10-18 03:50:04.958677
Gulf of Boothia,freeze-up,2013,90.0,2013-11-20 01:00:48.868778
Gulf of Boothia,break-up,2014,10.0,
Gulf of Boothia,break-up,2014,50.0,2014-08-04 13:49:49.018302
Gulf of Boothia,break-up,2014,90.0,2014-06-18 02:32:52.920696
Gulf of Boothia,freeze-up,2014,10.0,
Gulf of Boothia,freeze-up,2014,50.0,2014-10-02 18:51:38.270600
Gulf of Boothia,freeze-up,2014,90.0,2014-11-18 07:10:14.046822
Gulf of Boothia,break-up,2015,10.0,
Gulf of Boothia,break-up,2015,50.0,2015-08-03 09:55:18.072289
Gulf of Boothia,break-up,2015,90.0,2015-06-10 22:23:02.043343
Gulf of Boothia,freeze-up,2015,10.0,
Gulf of Boothia,freeze-up,2015,50.0,2015-10-17 03:19:13.765323
Gulf of Boothia,freeze-up,2015,90.0,2015-11-22 04:53:02.372002
Gulf of Boothia,break-up,2016,10.0,2016-08-22 12:43:47.737226
Gulf of Boothia,break-up,2016,50.0,2016-07-18 12:44:10.110864
Gulf of Boothia,break-up,2016,90.0,2016-06-11 09:38:05.672727
Gulf of Boothia,freeze-up,2016,10.0,2016-10-10 12:49:37.777777
Gulf of Boothia,freeze-up,2016,50.0,2016-10-22 00:56:07.955801
Gulf of Boothia,freeze-up,2016,90.0,2016-11-20 02:12:18.461538
Gulf of Boothia,break-up,2017,10.0,
Gulf of Boothia,break-up,2017,50.0,2017-07-21 21:38:16.277602
Gulf of Boothia,break-up,2017,90.0,2017-06-18 01:47:21.131105
Gulf of Boothia,freeze-up,2017,10.0,
Gulf of Boothia,freeze-up,2017,50.0,2017-10-14 18:48:34.488973
Gulf of Boothia,freeze-up,2017,90.0,2017-11-05 12:11:52.871287
Gulf of Boothia,break-up,2018,10.0,
Gulf of Boothia,break-up,2018,50.0,2018-07-28 03:05:55.263157
Gulf of Boothia,break-up,2018,90.0,2018-06-11 20:23:56.317135
Gulf of Boothia,freeze-up,2018,10.0,
Gulf of Boothia,freeze-up,2018,50.0,2018-10-10 13:14:35.463467
Gulf of Boothia,freeze-up,2018,90.0,2018-10-27 03:23:25.204460
Gulf of Boothia,break-up,2019,10.0,2019-08-16 18:51:16.923076
Gulf of Boothia,break-up,2019,50.0,2019-07-26 21:25:32.432432
Gulf of Boothia,break-up,2019,90.0,2019-06-09 03:56:31.792472
Gulf of Boothia,freeze-up,2019,10.0,2019-10-23 00:41:04.394488
Gulf of Boothia,freeze-up,2019,50.0,2019-11-02 11:29:17.808528
Gulf of Boothia,freeze-up,2019,90.0,2019-11-22 05:37:49.794721
Gulf of Boothia,break-up,2020,10.0,2020-08-15 18:11:23.927855
Gulf of Boothia,break-up,2020,50.0,2020-07-22 04:10:40.527182
Gulf of Boothia,break-up,2020,90.0,2020-06-14 03:52:18.038496
Gulf of Boothia,freeze-up,2020,10.0,2020-10-22 13:13:59.455220
Gulf of Boothia,freeze-up,2020,50.0,2020-10-28 19:49:00.305414
Gulf of Boothia,freeze-up,2020,90.0,2020-11-18 22:18:16.780394
Gulf of Boothia,break-up,2021,10.0,
Gulf of Boothia,break-up,2021,50.0,2021-07-25 17:21:35.736505
Gulf of Boothia,break-up,2021,90.0,2021-06-15 17:14:33.298429
Gulf of Boothia,freeze-up,2021,10.0,
Gulf of Boothia,freeze-up,2021,50.0,2021-11-02 17:51:26.085075
Gulf of Boothia,freeze-up,2021,90.0,2021-12-15 09:52:35.555555
Gulf of Boothia,break-up,2022,10.0,2022-08-23 12:01:03.936852
Gulf of Boothia,break-up,2022,50.0,2022-07-28 14:17:28.261964
Gulf of Boothia,break-up,2022,90.0,2022-06-17 11:12:55.119617
Gulf of Boothia,freeze-up,2022,10.0,2022-10-20 13:04:52.239072
Gulf of Boothia,freeze-up,2022,50.0,2022-10-24 19:25:32.035770
Gulf of Boothia,freeze-up,2022,90.0,2022-11-17 06:17:50.270270
Gulf of Boothia,break-up,2023,10.0,2023-09-04 02:14:53.676814
Gulf of Boothia,break-up,2023,50.0,2023-07-24 03:51:54.013206
Gulf of Boothia,break-up,2023,90.0,2023-05-24 08:19:46.984815
Gulf of Boothia,freeze-up,2023,10.0,2023-10-25 05:44:35.438092
Gulf of Boothia,freeze-up,2023,50.0,2023-11-05 08:51:10.551936
Gulf of Boothia,freeze-up,2023,90.0,2023-12-14 10:49:47.107438
Gulf of Boothia,break-up,2024,10.0,2024-09-06 18:09:56.685082
Gulf of Boothia,break-up,2024,50.0,2024-07-19 07:53:06.444572
Gulf of Boothia,break-up,2024,90.0,2024-06-15 09:01:59.942056
Gulf of Boothia,freeze-up,2024,10.0,2024-11-02 19:16:59.653179
Gulf of Boothia,freeze-up,2024,50.0,2024-11-08 23:53:12.452830
Gulf of Boothia,freeze-up,2024,90.0,2024-11-30 21:43:31.764705
Gulf of Boothia,break-up,2025,10.0,2025-08-28 11:05:00.593589
Gulf of Boothia,break-up,2025,50.0,2025-07-14 18:06:45.000000
Gulf of Boothia,break-up,2025,90.0,2025-05-29 09:09:49.850169
Gulf of Boothia,freeze-up,2025,10.0,2025-11-01 19:46:55.686274
Gulf of Boothia,freeze-up,2025,50.0,2025-11-19 04:23:15.404595
Gulf of Boothia,freeze-up,2025,90.0,2025-12-12 10:18:24.678998
Gulf of Boothia,break-up,2026,10.0,2026-08-04 04:35:35.885167
Gulf of Boothia,break-up,2026,50.0,2026-07-14 08:17:33.320500
Gulf of Boothia,break-up,2026,90.0,2026-06-10 02:08:53.422728
Gulf of Boothia,freeze-up,2026,10.0,
Gulf of Boothia,freeze-up,2026,50.0,
Gulf of Boothia,freeze-up,2026,90.0,
Hudson Bay,break-up,1978,10.0,
Hudson Bay,break-up,1978,50.0,
Hudson Bay,break-up,1978,90.0,
Hudson Bay,freeze-up,1978,10.0,
Hudson Bay,freeze-up,1978,50.0,
Hudson Bay,freeze-up,1978,90.0,
Hudson Bay,break-up,1979,10.0,1979-07-09 04:44:48.205402
Hudson Bay,break-up,1979,50.0,1979-06-23 23:49:08.542138
Hudson Bay,break-up,1979,90.0,1979-03-21 14:17:59.244449
Hudson Bay,freeze-up,1979,10.0,1979-11-08 16:53:28.458691
Hudson Bay,freeze-up,1979,50.0,1979-12-04 23:42:29.011657
Hudson Bay,freeze-up,1979,90.0,1980-01-04 04:54:24.000000
Hudson Bay,break-up,1980,10.0,1980-07-11 06:06:30.465525
Hudson Bay,break-up,1980,50.0,1980-06-22 02:19:28.904423
Hudson Bay,break-up,1980,90.0,1980-05-01 10:14:46.052871
Hudson Bay,freeze-up,1980,10.0,1980-11-18 08:15:45.753949
Hudson Bay,freeze-up,1980,50.0,1980-11-27 05:02:42.769157
Hudson Bay,freeze-up,1980,90.0,1980-12-20 21:19:46.606208
Hudson Bay,break-up,1981,10.0,1981-07-17 06:38:32.937631
Hudson Bay,break-up,1981,50.0,1981-06-27 08:59:06.878547
Hudson Bay,break-up,1981,90.0,1981-05-21 03:39:34.637600
Hudson Bay,freeze-up,1981,10.0,1981-11-16 19:52:19.309471
Hudson Bay,freeze-up,1981,50.0,1981-12-11 14:12:51.387513
Hudson Bay,freeze-up,1981,90.0,1981-12-27 02:14:03.322178
Hudson Bay,break-up,1982,10.0,1982-07-16 18:13:45.544267
Hudson Bay,break-up,1982,50.0,1982-06-24 19:58:38.798831
Hudson Bay,break-up,1982,90.0,1982-05-03 05:59:55.980896
Hudson Bay,freeze-up,1982,10.0,1982-11-11 16:59:17.054709
Hudson Bay,freeze-up,1982,50.0,1982-11-25 09:11:02.550120
Hudson Bay,freeze-up,1982,90.0,1982-12-18 05:16:12.995980
Hudson Bay,break-up,1983,10.0,1983-07-21 21:08:17.071129
Hudson Bay,break-up,1983,50.0,1983-06-30 19:31:10.054502
Hudson Bay,break-up,1983,90.0,1983-05-20 20:11:51.014650
Hudson Bay,freeze-up,1983,10.0,1983-11-13 01:37:33.241103
Hudson Bay,freeze-up,1983,50.0,1983-12-02 19:10:15.023625
Hudson Bay,freeze-up,1983,90.0,1983-12-12 17:01:02.134554
Hudson Bay,break-up,1984,10.0,1984-07-12 17:02:33.872196
Hudson Bay,break-up,1984,50.0,1984-06-21 21:35:13.664174
Hudson Bay,break-up,1984,90.0,1984-04-10 23:47:02.112181
Hudson Bay,freeze-up,1984,10.0,1984-11-07 09:26:07.149382
Hudson Bay,freeze-up,1984,50.0,1984-11-29 15:38:36.208209
Hudson Bay,freeze-up,1984,90.0,1984-12-19 04:35:36.238385
Hudson Bay,break-up,1985,10.0,1985-07-23 08:36:28.044735
Hudson Bay,break-up,1985,50.0,1985-06-21 21:54:13.851114
Hudson Bay,break-up,1985,90.0,1985-04-22 17:50:04.316546
Hudson Bay,freeze-up,1985,10.0,1985-11-10 23:06:40.339315
Hudson Bay,freeze-up,1985,50.0,1985-11-23 15:09:48.832041
Hudson Bay,freeze-up,1985,90.0,1985-12-12 03:19:20.676787
Hudson Bay,break-up,1986,10.0,1986-07-17 09:58:30.382858
Hudson Bay,break-up,1986,50.0,1986-06-27 03:21:31.946833
Hudson Bay,break-up,1986,90.0,1986-05-10 03:04:16.398378
Hudson Bay,freeze-up,1986,10.0,1986-11-03 04:29:00.485903
Hudson Bay,freeze-up,1986,50.0,1986-11-12 21:21:52.620440
Hudson Bay,freeze-up,1986,90.0,1986-12-08 20:57:48.408226
Hudson Bay,break-up,1987,10.0,1987-07-16 03:50:32.710978
Hudson Bay,break-up,1987,50.0,1987-06-28 04:09:43.645413
Hudson Bay,break-up,1987,90.0,1987-04-13 23:39:54.586801
Hudson Bay,freeze-up,1987,10.0,1987-11-13 04:57:20.996602
Hudson Bay,freeze-up,1987,50.0,1987-11-30 13:10:17.263652
Hudson Bay,freeze-up,1987,90.0,1988-01-06 11:35:02.278206
Hudson Bay,break-up,1988,10.0,1988-07-14 01:22:08.824166
Hudson Bay,break-up,1988,50.0,1988-06-19 23:13:10.722027
Hudson Bay,break-up,1988,90.0,1988-04-19 09:47:59.552517
Hudson Bay,freeze-up,1988,10.0,1988-11-18 07:22:17.964419
Hudson Bay,freeze-up,1988,50.0,1988-12-05 09:58:29.370629
Hudson Bay,freeze-up,1988,90.0,1988-12-24 07:09:36.228209
Hudson Bay,break-up,1989,10.0,1989-07-14 08:32:44.663907
Hudson Bay,break-up,1989,50.0,1989-06-20 22:25:51.125401
Hudson Bay,break-up,1989,90.0,1989-05-17 05:08:55.273002
Hudson Bay,freeze-up,1989,10.0,1989-11-15 15:53:21.207704
Hudson Bay,freeze-up,1989,50.0,1989-11-23 19:48:02.542173
Hudson Bay,freeze-up,1989,90.0,1989-12-09 13:32:57.721518
Hudson Bay,break-up,1990,10.0,1990-07-15 20:02:22.895805
Hudson Bay,break-up,1990,50.0,1990-06-24 02:58:59.341570
Hudson Bay,break-up,1990,90.0,1990-04-18 14:11:40.643695
Hudson Bay,freeze-up,1990,10.0,1990-11-13 22:46:09.230769
Hudson Bay,freeze-up,1990,50.0,1990-12-05 13:25:25.779967
Hudson Bay,freeze-up,1990,90.0,1990-12-13 22:07:20.910548
Hudson Bay,break-up,1991,10.0,1991-07-05 08:42:37.907128
Hudson Bay,break-up,1991,50.0,1991-06-17 23:07:51.164537
Hudson Bay,break-up,1991,90.0,1991-05-10 03:37:45.629053
Hudson Bay,freeze-up,1991,10.0,1991-11-07 02:14:16.158766
Hudson Bay,freeze-up,1991,50.0,1991-11-29 01:38:24.181464
Hudson Bay,freeze-up,1991,90.0,1991-12-19 04:50:36.668905
Hudson Bay,break-up,1992,10.0,1992-08-04 21:14:31.550762
Hudson Bay,break-up,1992,50.0,1992-07-06 21:15:15.976331
Hudson Bay,break-up,1992,90.0,1992-05-05 16:53:47.034237
Hudson Bay,freeze-up,1992,10.0,1992-11-12 10:28:04.020296
Hudson Bay,freeze-up,1992,50.0,1992-11-25 13:09:49.620905
Hudson Bay,freeze-up,1992,90.0,1992-12-19 11:50:05.733487
Hudson Bay,break-up,1993,10.0,1993-07-06 14:28:14.509855
Hudson Bay,break-up,1993,50.0,1993-06-19 20:38:53.553186
Hudson Bay,break-up,1993,90.0,1993-05-06 03:53:35.400273
Hudson Bay,freeze-up,1993,10.0,1993-11-04 07:27:43.048558
Hudson Bay,freeze-up,1993,50.0,1993-11-19 08:21:03.864333
Hudson Bay,freeze-up,1993,90.0,1993-12-20 02:05:46.058775
Hudson Bay,break-up,1994,10.0,1994-07-18 16:34:56.235209
Hudson Bay,break-up,1994,50.0,1994-06-25 17:25:53.616974
Hudson Bay,break-up,1994,90.0,1994-05-07 10:02:49.864737
Hudson Bay,freeze-up,1994,10.0,1994-11-25 04:17:20.221495
Hudson Bay,freeze-up,1994,50.0,1994-12-07 13:50:58.734451
Hudson Bay,freeze-up,1994,90.0,1995-01-04 23:23:06.304712
Hudson Bay,break-up,1995,10.0,1995-07-10 17:40:14.234482
Hudson Bay,break-up,1995,50.0,1995-06-16 02:12:01.535181
Hudson Bay,break-up,1995,90.0,1995-05-02 12:51:59.242902
Hudson Bay,freeze-up,1995,10.0,1995-11-17 01:29:18.321983
Hudson Bay,freeze-up,1995,50.0,1995-11-26 17:05:43.326238
Hudson Bay,freeze-up,1995,90.0,1995-12-26 01:23:33.180515
Hudson Bay,break-up,1996,10.0,1996-07-16 04:52:08.275862
Hudson Bay,break-up,1996,50.0,1996-06-27 10:04:47.336914
Hudson Bay,break-up,1996,90.0,1996-04-20 23:59:43.898620
Hudson Bay,freeze-up,1996,10.0,1996-11-23 04:47:55.299238
Hudson Bay,freeze-up,1996,50.0,1996-12-10 02:14:56.694070
Hudson Bay,freeze-up,1996,90.0,1996-12-24 12:17:50.255390
Hudson Bay,break-up,1997,10.0,1997-07-10 17:57:37.615357
Hudson Bay,break-up,1997,50.0,1997-06-16 13:42:44.243614
Hudson Bay,break-up,1997,90.0,1997-05-11 08:16:26.932781
Hudson Bay,freeze-up,1997,10.0,1997-11-18 09:18:39.377304
Hudson Bay,freeze-up,1997,50.0,1997-12-04 18:47:42.650602
Hudson Bay,freeze-up,1997,90.0,1997-12-24 17:39:47.574931
Hudson Bay,break-up,1998,10.0,1998-06-25 01:39:08.652931
Hudson Bay,break-up,1998,50.0,1998-06-08 05:12:19.022552
Hudson Bay,break-up,1998,90.0,1998-04-12 08:04:24.999035
Hudson Bay,freeze-up,1998,10.0,1998-12-06 05:48:22.808034
Hudson Bay,freeze-up,1998,50.0,1998-12-19 23:19:08.500517
Hudson Bay,freeze-up,1998,90.0,1999-01-08 10:28:00.990429
Hudson Bay,break-up,1999,10.0,1999-06-20 15:43:48.177339
Hudson Bay,break-up,1999,50.0,1999-06-05 06:39:18.294272
Hudson Bay,break-up,1999,90.0,1999-04-12 22:33:38.410041
Hudson Bay,freeze-up,1999,10.0,1999-11-25 01:59:48.906009
Hudson Bay,freeze-up,1999,50.0,1999-12-16 18:00:30.320699
Hudson Bay,freeze-up,1999,90.0,2000-01-04 08:23:36.961981
Hudson Bay,break-up,2000,10.0,2000-07-22 01:10:20.128628
Hudson Bay,break-up,2000,50.0,2000-06-18 16:26:14.144486
Hudson Bay,break-up,2000,90.0,2000-03-19 15:52:52.428419
Hudson Bay,freeze-up,2000,10.0,2000-11-17 20:37:07.688973
Hudson Bay,freeze-up,2000,50.0,2000-12-06 05:12:39.329814
Hudson Bay,freeze-up,2000,90.0,2000-12-20 12:56:44.154302
Hudson Bay,break-up,2001,10.0,2001-06-26 04:00:50.821821
Hudson Bay,break-up,2001,50.0,2001-06-07 19:36:19.615305
Hudson Bay,break-up,2001,90.0,2001-04-25 08:17:52.427515
Hudson Bay,freeze-up,2001,10.0,2001-11-21 21:47:31.948051
Hudson Bay,freeze-up,2001,50.0,2001-12-16 14:47:29.853257
Hudson Bay,freeze-up,2001,90.0,2002-01-09 21:13:56.227123
Hudson Bay,break-up,2002,10.0,2002-07-13 00:20:08.160137
Hudson Bay,break-up,2002,50.0,2002-06-23 01:24:19.989236
Hudson Bay,break-up,2002,90.0,2002-04-13 19:26:48.261359
Hudson Bay,freeze-up,2002,10.0,2002-11-20 05:38:26.102583
Hudson Bay,freeze-up,2002,50.0,2002-11-29 23:44:38.769579
Hudson Bay,freeze-up,2002,90.0,2003-01-13 01:36:56.788732
Hudson Bay,break-up,2003,10.0,2003-07-10 12:04:59.999999
Hudson Bay,break-up,2003,50.0,2003-06-17 22:06:07.448275
Hudson Bay,break-up,2003,90.0,2003-04-25 22:19:17.126625
Hudson Bay,freeze-up,2003,10.0,2003-11-26 00:12:30.715760
Hudson Bay,freeze-up,2003,50.0,2003-12-10 21:32:56.409366
Hudson Bay,freeze-up,2003,90.0,2004-01-02 05:50:56.033578
Hudson Bay,break-up,2004,10.0,2004-07-26 06:21:00.125126
Hudson Bay,break-up,2004,50.0,2004-06-30 03:36:13.559322
Hudson Bay,break-up,2004,90.0,2004-03-28 06:34:02.055959
Hudson Bay,freeze-up,2004,10.0,2004-11-18 21:37:47.900092
Hudson Bay,freeze-up,2004,50.0,2004-12-01 16:10:01.464898
Hudson Bay,freeze-up,2004,90.0,2004-12-15 20:06:43.658896
Hudson Bay,break-up,2005,10.0,2005-07-03 02:13:22.125640
Hudson Bay,break-up,2005,50.0,2005-06-15 04:55:00.917863
Hudson Bay,break-up,2005,90.0,2005-03-29 14:31:04.581416
Hudson Bay,freeze-up,2005,10.0,2005-11-23 08:15:54.727908
Hudson Bay,freeze-up,2005,50.0,2005-12-07 16:35:22.032417
Hudson Bay,freeze-up,2005,90.0,2005-12-28 03:38:30.167279
Hudson Bay,break-up,2006,10.0,2006-06-27 23:38:03.048498
Hudson Bay,break-up,2006,50.0,2006-06-10 05:02:28.692686
Hudson Bay,break-up,2006,90.0,2006-04-11 02:57:24.218491
Hudson Bay,freeze-up,2006,10.0,2006-11-30 10:48:19.479708
Hudson Bay,freeze-up,2006,50.0,2006-12-08 11:14:45.245901
Hudson Bay,freeze-up,2006,90.0,2007-01-10 09:33:25.767250
Hudson Bay,break-up,2007,10.0,2007-07-02 13:30:42.742367
Hudson Bay,break-up,2007,50.0,2007-06-15 08:51:52.851063
Hudson Bay,break-up,2007,90.0,2007-03-24 21:28:14.566768
Hudson Bay,freeze-up,2007,10.0,2007-11-19 19:34:11.324645
Hudson Bay,freeze-up,2007,50.0,2007-12-04 20:18:58.547538
Hudson Bay,freeze-up,2007,90.0,2007-12-26 06:02:26.326211
Hudson Bay,break-up,2008,10.0,2008-07-12 06:46:18.292882
Hudson Bay,break-up,2008,50.0,2008-06-13 12:00:34.323332
Hudson Bay,break-up,2008,90.0,2008-04-22 09:25:57.109864
Hudson Bay,freeze-up,2008,10.0,2008-11-26 03:06:25.463984
Hudson Bay,freeze-up,2008,50.0,2008-12-07 21:05:54.673403
Hudson Bay,freeze-up,2008,90.0,2008-12-16 23:17:28.955543
Hudson Bay,break-up,2009,10.0,2009-07-20 11:17:07.595554
Hudson Bay,break-up,2009,50.0,2009-06-27 03:31:21.229561
Hudson Bay,break-up,2009,90.0,2009-05-05 20:21:41.971447
Hudson Bay,freeze-up,2009,10.0,2009-12-01 11:36:40.381159
Hudson Bay,freeze-up,2009,50.0,2009-12-13 05:58:51.387300
Hudson Bay,freeze-up,2009,90.0,2009-12-31 17:23:38.023255
Hudson Bay,break-up,2010,10.0,2010-06-25 11:21:36.000000
Hudson Bay,break-up,2010,50.0,2010-06-08 21:46:24.427417
Hudson Bay,break-up,2010,90.0,2010-03-29 16:56:28.863481
Hudson Bay,freeze-up,2010,10.0,2010-12-02 08:41:23.483337
Hudson Bay,freeze-up,2010,50.0,2010-12-24 21:41:07.798497
Hudson Bay,freeze-up,2010,90.0,2011-01-22 07:42:40.146252
Hudson Bay,break-up,2011,10.0,2011-07-03 07:20:32.345013
Hudson Bay,break-up,2011,50.0,2011-06-12 03:01:04.526886
Hudson Bay,break-up,2011,90.0,2011-04-30 06:06:54.659685
Hudson Bay,freeze-up,2011,10.0,2011-12-01 16:27:44.913406
Hudson Bay,freeze-up,2011,50.0,2011-12-09 14:44:08.841718
Hudson Bay,freeze-up,2011,90.0,2011-12-27 06:16:38.717516
Hudson Bay,break-up,2012,10.0,2012-07-04 05:27:44.537354
Hudson Bay,break-up,2012,50.0,2012-06-13 10:42:04.008908
Hudson Bay,break-up,2012,90.0,2012-04-24 11:19:41.697225
Hudson Bay,freeze-up,2012,10.0,2012-11-24 09:46:14.725848
