region,date,water_pixels,water_area_km2,absolute_ice_area_km2,relative_ice_area_km2,absolute_coverage_percent,relative_coverage_percent,missing_pixels
Hudson Bay Area,1997-01-29,2285,1428125.0,1426250.0,1381947.5,99.86870897155362,96.76656455142232,0
Hudson Strait,1997-01-29,305,190625.0,190625.0,175457.50000000003,100.0,92.0432786885246,0
Foxe Basin,1997-01-30,341,213125.0,213125.0,208915.0,100.0,98.02463343108504,0
Gulf of Boothia,1997-01-30,164,102500.0,102500.0,100750.0,100.0,98.29268292682929,0
Hudson Bay,1997-01-30,1475,921875.0,920000.0,899907.5,99.79661016949152,97.61708474576272,0
Hudson Bay Area,1997-01-30,2285,1428125.0,1426250.0,1377932.5,99.86870897155362,96.48542669584243,0
Hudson Strait,1997-01-30,305,190625.0,190625.0,168359.99999999997,100.0,88.31999999999998,0
Foxe Basin,1997-01-31,341,213125.0,213125.0,209682.5,100.0,98.38475073313784,0
Gulf of Boothia,1997-01-31,164,102500.0,102500.0,100777.5,100.0,98.31951219512194,0
Hudson Bay,1997-01-31,1475,921875.0,920000.0,905357.5,99.79661016949152,98.20827118644064,0
Hudson Bay Area,1997-01-31,2285,1428125.0,1426250.0,1388827.4999999998,99.86870897155362,97.24831509846824,0
Hudson Strait,1997-01-31,305,190625.0,190625.0,173009.99999999997,100.0,90.75934426229506,0
Foxe Basin,1997-02-01,341,213125.0,213125.0,210142.5,100.0,98.60058651026392,0
Gulf of Boothia,1997-02-01,164,102500.0,102500.0,100742.5,100.0,98.28536585365852,0
Hudson Bay,1997-02-01,1475,921875.0,920000.0,908972.5,99.79661016949152,98.600406779661,0
Hudson Bay Area,1997-02-01,2285,1428125.0,1426250.0,1397415.0,99.86870897155362,97.84962800875272,0
Hudson Strait,1997-02-01,305,190625.0,190625.0,177557.5,100.0,93.14491803278688,0
Foxe Basin,1997-02-02,341,213125.0,213125.0,210752.5,100.0,98.8868035190616,0
Gulf of Boothia,1997-02-02,164,102500.0,102500.0,100895.0,100.0,98.4341463414634,0
Hudson Bay,1997-02-02,1475,921875.0,920000.0,911632.5,99.79661016949152,98.88894915254237,0
Hudson Bay Area,1997-02-02,2285,1428125.0,1426250.0,1404617.5,99.86870897155362,98.35396061269148,0
Hudson Strait,1997-02-02,305,190625.0,190625.0,181337.5,100.0,95.12786885245902,0
Foxe Basin,1997-02-03,341,213125.0,213125.0,210662.5,100.0,98.84457478005864,0
Gulf of Boothia,1997-02-03,164,102500.0,102500.0,100507.5,100.0,98.05609756097564,0
Hudson Bay,1997-02-03,1475,921875.0,920000.0,914425.0,99.79661016949152,99.19186440677966,0
Hudson Bay Area,1997-02-03,2285,1428125.0,1426250.0,1406525.0,99.86870897155362,98.4875273522976,0
Hudson Strait,1997-02-03,305,190625.0,190625.0,180930.0,100.0,94.91409836065574,0
Foxe Basin,1997-02-04,341,213125.0,213125.0,208945.0,100.0,98.03870967741936,0
Gulf of Boothia,1997-02-04,164,102500.0,102500.0,99757.5,100.0,97.32439024390244,0
Hudson Bay,1997-02-04,1475,921875.0,920000.0,908792.5,99.79661016949152,98.5808813559322,0
Hudson Bay Area,1997-02-04,2285,1428125.0,1426250.0,1396725.0000000002,99.86870897155362,97.80131291028448,0
Hudson Strait,1997-02-04,305,190625.0,190625.0,179229.99999999997,100.0,94.0222950819672,0
Foxe Basin,1997-02-05,341,213125.0,213125.0,207107.5,100.0,97.1765395894428,0
Gulf of Boothia,1997-02-05,164,102500.0,102500.0,99567.5,100.0,97.1390243902439,0
Hudson Bay,1997-02-05,1475,921875.0,920000.0,901417.5,99.79661016949152,97.7808813559322,0
Hudson Bay Area,1997-02-05,2285,1428125.0,1426250.0,1387327.5,99.86870897155362,97.14328227571116,0
Hudson Strait,1997-02-05,305,190625.0,190625.0,179235.0,100.0,94.02491803278689,0
Foxe Basin,1997-02-06,341,213125.0,213125.0,201887.5,100.0,94.72727272727272,0
Gulf of Boothia,1997-02-06,164,102500.0,102500.0,99470.0,100.0,97.04390243902438,0
Hudson Bay,1997-02-06,1475,921875.0,920000.0,888895.0,99.79661016949152,96.42250847457628,0
Hudson Bay Area,1997-02-06,2285,1428125.0,1426250.0,1367972.5,99.86870897155362,95.78800875273522,0
Hudson Strait,1997-02-06,305,190625.0,190625.0,177719.99999999997,100.0,93.23016393442622,0
Foxe Basin,1997-02-07,341,213125.0,213125.0,199772.50000000003,100.0,93.73489736070384,0
Gulf of Boothia,1997-02-07,164,102500.0,102500.0,99227.5,100.0,96.80731707317074,0
Hudson Bay,1997-02-07,1475,921875.0,920000.0,885495.0,99.79661016949152,96.05369491525424,0
Hudson Bay Area,1997-02-07,2285,1428125.0,1426250.0,1351685.0,99.86870897155362,94.6475273522976,0
Hudson Strait,1997-02-07,305,190625.0,190625.0,167190.0,100.0,87.70622950819673,0
Foxe Basin,1997-02-08,341,213125.0,213125.0,201400.0,100.0,94.49853372434018,0
Gulf of Boothia,1997-02-08,164,102500.0,102500.0,98630.0,100.0,96.22439024390243,0
Hudson Bay,1997-02-08,1475,921875.0,920000.0,877990.0000000001,99.79661016949152,95.239593220339,0
Hudson Bay Area,1997-02-08,2285,1428125.0,1426250.0,1343307.5,99.86870897155362,94.06091903719911,0
Hudson Strait,1997-02-08,305,190625.0,190625.0,165287.5,100.0,86.70819672131148,0
Foxe Basin,1997-02-09,341,213125.0,213125.0,201217.5,100.0,94.41290322580645,0
Gulf of Boothia,1997-02-09,164,102500.0,102500.0,98097.5,100.0,95.70487804878049,0
Hudson Bay,1997-02-09,1475,921875.0,920000.0,862235.0,99.79661016949152,93.53057627118643,0
Hudson Bay Area,1997-02-09,2285,1428125.0,1426250.0,1333394.9999999998,99.86870897155362,93.3668271334792,0
Hudson Strait,1997-02-09,305,190625.0,190625.0,171845.0,100.0,90.14819672131148,0
Foxe Basin,1997-02-10,341,213125.0,213125.0,200032.5,100.0,93.85689149560118,0
Gulf of Boothia,1997-02-10,164,102500.0,102500.0,99565.0,100.0,97.13658536585366,0
Hudson Bay,1997-02-10,1475,921875.0,920000.0,865707.5,99.79661016949152,93.90725423728811,0
Hudson Bay Area,1997-02-10,2285,1428125.0,1426250.0,1332402.5,99.86870897155362,93.29733041575491,0
Hudson Strait,1997-02-10,305,190625.0,190625.0,167097.5,100.0,87.65770491803279,0
Foxe Basin,1997-02-11,341,213125.0,213125.0,201677.50000000003,100.0,94.62873900293256,0
Gulf of Boothia,1997-02-11,164,102500.0,102500.0,99542.5,100.0,97.11463414634146,0
Hudson Bay,1997-02-11,1475,921875.0,920000.0,867514.9999999999,99.79661016949152,94.1033220338983,0
Hudson Bay Area,1997-02-11,2285,1428125.0,1426250.0,1336182.5,99.86870897155362,93.56201312910284,0
Hudson Strait,1997-02-11,305,190625.0,190625.0,167447.5,100.0,87.84131147540984,0
Foxe Basin,1997-02-12,341,213125.0,213125.0,202447.5,100.0,94.9900293255132,0
Gulf of Boothia,1997-02-12,164,102500.0,102500.0,99842.5,100.0,97.40731707317072,0
Hudson Bay,1997-02-12,1475,921875.0,920000.0,861892.5,99.79661016949152,93.49342372881355,0
Hudson Bay Area,1997-02-12,2285,1428125.0,1426250.0,1331702.5,99.86870897155362,93.24831509846828,0
Hudson Strait,1997-02-12,305,190625.0,190625.0,167520.0,100.0,87.87934426229508,0
Foxe Basin,1997-02-13,341,213125.0,213125.0,204252.5,100.0,95.83695014662754,0
Gulf of Boothia,1997-02-13,164,102500.0,102500.0,100107.5,100.0,97.6658536585366,0
Hudson Bay,1997-02-13,1475,921875.0,920000.0,869402.5000000001,99.79661016949152,94.3080677966102,0
Hudson Bay Area,1997-02-13,2285,1428125.0,1426250.0,1344590.0,99.86870897155362,94.15072210065644,0
Hudson Strait,1997-02-13,305,190625.0,190625.0,170827.5,100.0,89.6144262295082,0
Foxe Basin,1997-02-14,341,213125.0,213125.0,205332.5,100.0,96.34369501466276,0
Gulf of Boothia,1997-02-14,164,102500.0,102500.0,99912.5,100.0,97.47560975609758,0
Hudson Bay,1997-02-14,1475,921875.0,920000.0,879812.5,99.79661016949152,95.43728813559322,0
Hudson Bay Area,1997-02-14,2285,1428125.0,1426250.0,1361197.5,99.86870897155362,95.31361050328228,0
Hudson Strait,1997-02-14,305,190625.0,190625.0,176140.0,100.0,92.40131147540984,0
Foxe Basin,1997-02-15,341,213125.0,213125.0,207077.5,100.0,97.1624633431085,0
Gulf of Boothia,1997-02-15,164,102500.0,102500.0,99997.5,100.0,97.55853658536586,0
Hudson Bay,1997-02-15,1475,921875.0,920000.0,879200.0,99.79661016949152,95.37084745762712,0
Hudson Bay Area,1997-02-15,2285,1428125.0,1426250.0,1365760.0,99.86870897155362,95.63308533916847,0
Hudson Strait,1997-02-15,305,190625.0,190625.0,179485.0,100.0,94.15606557377048,0
Foxe Basin,1997-02-16,341,213125.0,213125.0,208220.0,100.0,97.69853372434018,0
Gulf of Boothia,1997-02-16,164,102500.0,102500.0,100020.0,100.0,97.58048780487805,0
Hudson Bay,1997-02-16,1475,921875.0,920000.0,877582.5,99.79661016949152,95.19538983050847,0
Hudson Bay Area,1997-02-16,2285,1428125.0,1426250.0,1367987.5000000002,99.86870897155362,95.78905908096282,0
Hudson Strait,1997-02-16,305,190625.0,190625.0,182165.0,100.0,95.56196721311476,0
Foxe Basin,1997-02-17,341,213125.0,213125.0,209210.0,100.0,98.16304985337244,0
Gulf of Boothia,1997-02-17,164,102500.0,102500.0,100182.5,100.0,97.7390243902439,0
Hudson Bay,1997-02-17,1475,921875.0,920000.0,879599.9999999999,99.79661016949152,95.41423728813558,0
Hudson Bay Area,1997-02-17,2285,1428125.0,1426250.0,1364712.5,99.86870897155362,95.55973741794313,0
Hudson Strait,1997-02-17,305,190625.0,190625.0,175720.0,100.0,92.18098360655738,0
Foxe Basin,1997-02-18,341,213125.0,213125.0,209630.0,100.0,98.3601173020528,0
Gulf of Boothia,1997-02-18,164,102500.0,102500.0,100535.0,100.0,98.08292682926827,0
Hudson Bay,1997-02-18,1475,921875.0,920000.0,881080.0,99.79661016949152,95.57477966101696,0
Hudson Bay Area,1997-02-18,2285,1428125.0,1426250.0,1372360.0,99.86870897155362,96.09522975929978,0
Hudson Strait,1997-02-18,305,190625.0,190625.0,181115.0,100.0,95.0111475409836,0
Foxe Basin,1997-02-19,341,213125.0,213125.0,210407.5,100.0,98.724926686217,0
Gulf of Boothia,1997-02-19,164,102500.0,102500.0,100502.5,100.0,98.05121951219512,0
Hudson Bay,1997-02-19,1475,921875.0,920000.0,884242.5,99.79661016949152,95.91783050847458,0
Hudson Bay Area,1997-02-19,2285,1428125.0,1426250.0,1376652.4999999998,99.86870897155362,96.3957986870897,0
Hudson Strait,1997-02-19,305,190625.0,190625.0,181500.0,100.0,95.21311475409836,0
Foxe Basin,1997-02-20,341,213125.0,213125.0,210635.0,100.0,98.8316715542522,0
Gulf of Boothia,1997-02-20,164,102500.0,102500.0,100617.5,100.0,98.16341463414632,0
Hudson Bay,1997-02-20,1475,921875.0,920000.0,895342.5,99.79661016949152,97.12189830508474,0
Hudson Bay Area,1997-02-20,2285,1428125.0,1426250.0,1387649.9999999998,99.86870897155362,97.16586433260392,0
Hudson Strait,1997-02-20,305,190625.0,190625.0,181055.0,100.0,94.97967213114754,0
Foxe Basin,1997-02-21,341,213125.0,213125.0,211090.00000000003,100.0,99.0451612903226,0
Gulf of Boothia,1997-02-21,164,102500.0,102500.0,100430.0,100.0,97.98048780487802,0
Hudson Bay,1997-02-21,1475,921875.0,920000.0,894222.5,99.79661016949152,97.00040677966102,0
Hudson Bay Area,1997-02-21,2285,1428125.0,1426250.0,1385447.5,99.86870897155362,97.01164113785558,0
Hudson Strait,1997-02-21,305,190625.0,190625.0,179705.0,100.0,94.27147540983609,0
Foxe Basin,1997-02-22,341,213125.0,213125.0,210317.5,100.0,98.68269794721408,0
Gulf of Boothia,1997-02-22,164,102500.0,102500.0,100435.0,100.0,97.98536585365854,0
Hudson Bay,1997-02-22,1475,921875.0,920000.0,901422.5,99.79661016949152,97.78142372881356,0
Hudson Bay Area,1997-02-22,2285,1428125.0,1426250.0,1390905.0,99.86870897155362,97.39378555798687,0
Hudson Strait,1997-02-22,305,190625.0,190625.0,178730.0,100.0,93.76,0
Foxe Basin,1997-02-23,341,213125.0,213125.0,208025.0,100.0,97.60703812316714,0
Gulf of Boothia,1997-02-23,164,102500.0,102500.0,99967.5,100.0,97.52926829268291,0
Hudson Bay,1997-02-23,1475,921875.0,920000.0,903407.5,99.79661016949152,97.99674576271188,0
Hudson Bay Area,1997-02-23,2285,1428125.0,1426250.0,1389777.4999999998,99.86870897155362,97.31483588621442,0
Hudson Strait,1997-02-23,305,190625.0,190625.0,178377.5,100.0,93.57508196721312,0
Foxe Basin,1997-02-24,341,213125.0,213125.0,207982.5,100.0,97.58709677419355,0
Gulf of Boothia,1997-02-24,164,102500.0,102500.0,100547.5,100.0,98.09512195121953,0
Hudson Bay,1997-02-24,1475,921875.0,920000.0,901070.0,99.79661016949152,97.74318644067796,0
Hudson Bay Area,1997-02-24,2285,1428125.0,1426250.0,1385945.0,99.86870897155362,97.04647702407004,0
Hudson Strait,1997-02-24,305,190625.0,190625.0,176345.0,100.0,92.5088524590164,0
Foxe Basin,1997-02-25,341,213125.0,213125.0,207595.0,100.0,97.40527859237535,0
Gulf of Boothia,1997-02-25,164,102500.0,102500.0,99967.5,100.0,97.52926829268291,0
Hudson Bay,1997-02-25,1475,921875.0,920000.0,902565.0,99.79661016949152,97.9053559322034,0
Hudson Bay Area,1997-02-25,2285,1428125.0,1426250.0,1386382.5,99.86870897155362,97.07711159737418,0
Hudson Strait,1997-02-25,305,190625.0,190625.0,176255.0,100.0,92.4616393442623,0
Foxe Basin,1997-02-26,341,213125.0,213125.0,207590.0,100.0,97.40293255131964,0
Gulf of Boothia,1997-02-26,164,102500.0,102500.0,100577.5,100.0,98.12439024390244,0
Hudson Bay,1997-02-26,1475,921875.0,920000.0,901572.5,99.79661016949152,97.79769491525424,0
Hudson Bay Area,1997-02-26,2285,1428125.0,1426250.0,1387362.5000000002,99.86870897155362,97.14573304157553,0
Hudson Strait,1997-02-26,305,190625.0,190625.0,177622.50000000003,100.0,93.17901639344264,0
Foxe Basin,1997-02-27,341,213125.0,213125.0,204150.0,100.0,95.78885630498532,0
Gulf of Boothia,1997-02-27,164,102500.0,102500.0,99750.0,100.0,97.3170731707317,0
Hudson Bay,1997-02-27,1475,921875.0,920000.0,896790.0,99.79661016949152,97.27891525423728,0
Hudson Bay Area,1997-02-27,2285,1428125.0,1426250.0,1378485.0,99.86870897155362,96.524113785558,0
Hudson Strait,1997-02-27,305,190625.0,190625.0,177795.0,100.0,93.26950819672132,0
Foxe Basin,1997-02-28,341,213125.0,213125.0,203937.5,100.0,95.6891495601173,0
Gulf of Boothia,1997-02-28,164,102500.0,102500.0,99540.0,100.0,97.11219512195122,0
Hudson Bay,1997-02-28,1475,921875.0,920000.0,894437.5,99.79661016949152,97.02372881355932,0
Hudson Bay Area,1997-02-28,2285,1428125.0,1426250.0,1375202.5,99.86870897155362,96.2942669584245,0
Hudson Strait,1997-02-28,305,190625.0,190625.0,177287.50000000003,100.0,93.00327868852462,0
Foxe Basin,1997-03-01,341,213125.0,213125.0,203690.0,100.0,95.57302052785924,0
Gulf of Boothia,1997-03-01,164,102500.0,102500.0,99290.0,100.0,96.86829268292684,0
Hudson Bay,1997-03-01,1475,921875.0,920000.0,891602.5,99.79661016949152,96.71620338983053,0
Hudson Bay Area,1997-03-01,2285,1428125.0,1426250.0,1372075.0,99.86870897155362,96.07527352297592,0
Hudson Strait,1997-03-01,305,190625.0,190625.0,177492.5,100.0,93.11081967213114,0
Foxe Basin,1997-03-02,341,213125.0,213125.0,204187.5,100.0,95.80645161290325,0
Gulf of Boothia,1997-03-02,164,102500.0,102500.0,99380.0,100.0,96.9560975609756,0
Hudson Bay,1997-03-02,1475,921875.0,920000.0,892317.5,99.79661016949152,96.7937627118644,0
Hudson Bay Area,1997-03-02,2285,1428125.0,1426250.0,1375620.0000000002,99.86870897155362,96.32350109409192,0
Hudson Strait,1997-03-02,305,190625.0,190625.0,179735.0,100.0,94.2872131147541,0
Foxe Basin,1997-03-03,341,213125.0,213125.0,206182.5,100.0,96.7425219941349,0
Gulf of Boothia,1997-03-03,164,102500.0,102500.0,99657.5,100.0,97.22682926829268,0
Hudson Bay,1997-03-03,1475,921875.0,920000.0,892985.0,99.79661016949152,96.86616949152544,0
Hudson Bay Area,1997-03-03,2285,1428125.0,1426250.0,1379962.5,99.86870897155362,96.62757111597374,0
Hudson Strait,1997-03-03,305,190625.0,190625.0,181137.5,100.0,95.02295081967212,0
Foxe Basin,1997-03-04,341,213125.0,213125.0,205120.0,100.0,96.24398826979473,0
Gulf of Boothia,1997-03-04,164,102500.0,102500.0,99067.5,100.0,96.65121951219513,0
Hudson Bay,1997-03-04,1475,921875.0,920000.0,893832.5,99.79661016949152,96.95810169491526,0
Hudson Bay Area,1997-03-04,2285,1428125.0,1426250.0,1378462.5,99.86870897155362,96.52253829321664,0
Hudson Strait,1997-03-04,305,190625.0,190625.0,180442.50000000003,100.0,94.65836065573772,0
Foxe Basin,1997-03-05,341,213125.0,213125.0,206855.0,100.0,97.05806451612904,0
Gulf of Boothia,1997-03-05,164,102500.0,102500.0,99417.5,100.0,96.99268292682927,0
Hudson Bay,1997-03-05,1475,921875.0,920000.0,889472.5,99.79661016949152,96.48515254237287,0
Hudson Bay Area,1997-03-05,2285,1428125.0,1426250.0,1375440.0,99.86870897155362,96.31089715536103,0
Hudson Strait,1997-03-05,305,190625.0,190625.0,179695.0,100.0,94.26622950819672,0
Foxe Basin,1997-03-06,341,213125.0,213125.0,210660.0,100.0,98.8434017595308,0
Gulf of Boothia,1997-03-06,164,102500.0,102500.0,99780.0,100.0,97.34634146341465,0
Hudson Bay,1997-03-06,1475,921875.0,920000.0,887140.0,99.79661016949152,96.23213559322032,0
Hudson Bay Area,1997-03-06,2285,1428125.0,1426250.0,1377647.5,99.86870897155362,96.4654704595186,0
Hudson Strait,1997-03-06,305,190625.0,190625.0,180067.5,100.0,94.4616393442623,0
Foxe Basin,1997-03-07,341,213125.0,213125.0,209477.5,100.0,98.28856304985337,0
Gulf of Boothia,1997-03-07,164,102500.0,102500.0,99407.5,100.0,96.9829268292683,0
Hudson Bay,1997-03-07,1475,921875.0,920000.0,891425.0,99.79661016949152,96.69694915254236,0
Hudson Bay Area,1997-03-07,2285,1428125.0,1426250.0,1382812.5,99.86870897155362,96.82713347921224,0
Hudson Strait,1997-03-07,305,190625.0,190625.0,182502.5,100.0,95.73901639344264,0
Foxe Basin,1997-03-08,341,213125.0,213125.0,204915.0,100.0,96.14780058651024,0
Gulf of Boothia,1997-03-08,164,102500.0,102500.0,99735.0,100.0,97.30243902439024,0
Hudson Bay,1997-03-08,1475,921875.0,920000.0,890530.0,99.79661016949152,96.59986440677966,0
Hudson Bay Area,1997-03-08,2285,1428125.0,1426250.0,1370900.0,99.86870897155362,95.9929978118162,0
Hudson Strait,1997-03-08,305,190625.0,190625.0,175720.0,100.0,92.18098360655738,0
Foxe Basin,1997-03-09,341,213125.0,213125.0,202955.0,100.0,95.22815249266864,0
Gulf of Boothia,1997-03-09,164,102500.0,102500.0,99967.5,100.0,97.52926829268291,0
Hudson Bay,1997-03-09,1475,921875.0,920000.0,887242.5,99.79661016949152,96.24325423728814,0
Hudson Bay Area,1997-03-09,2285,1428125.0,1426250.0,1359842.5,99.86870897155362,95.21873085339168,0
Hudson Strait,1997-03-09,305,190625.0,190625.0,169677.5,100.0,89.0111475409836,0
Foxe Basin,1997-03-10,341,213125.0,213125.0,202360.0,100.0,94.94897360703813,0
Gulf of Boothia,1997-03-10,164,102500.0,102500.0,100345.0,100.0,97.89756097560976,0
Hudson Bay,1997-03-10,1475,921875.0,920000.0,893195.0,99.79661016949152,96.88894915254237,0
Hudson Bay Area,1997-03-10,2285,1428125.0,1426250.0,1364400.0,99.86870897155362,95.5378555798687,0
Hudson Strait,1997-03-10,305,190625.0,190625.0,168500.0,100.0,88.39344262295081,0
Foxe Basin,1997-03-11,341,213125.0,213125.0,201322.5,100.0,94.46217008797656,0
Gulf of Boothia,1997-03-11,164,102500.0,102500.0,100632.5,100.0,98.1780487804878,0
Hudson Bay,1997-03-11,1475,921875.0,920000.0,879555.0,99.79661016949152,95.4093559322034,0
Hudson Bay Area,1997-03-11,2285,1428125.0,1426250.0,1343882.5,99.86870897155362,94.101181619256,0
Hudson Strait,1997-03-11,305,190625.0,190625.0,162372.5,100.0,85.17901639344262,0
Foxe Basin,1997-03-12,341,213125.0,213125.0,201922.5,100.0,94.74369501466276,0
Gulf of Boothia,1997-03-12,164,102500.0,102500.0,100715.0,100.0,98.25853658536586,0
Hudson Bay,1997-03-12,1475,921875.0,920000.0,868652.5,99.79661016949152,94.22671186440678,0
Hudson Bay Area,1997-03-12,2285,1428125.0,1426250.0,1334980.0,99.86870897155362,93.47781181619256,0
Hudson Strait,1997-03-12,305,190625.0,190625.0,163690.0,100.0,85.87016393442623,0
Foxe Basin,1997-03-13,341,213125.0,213125.0,202945.0,100.0,95.22346041055718,0
Gulf of Boothia,1997-03-13,164,102500.0,102500.0,100860.0,100.0,98.4,0
Hudson Bay,1997-03-13,1475,921875.0,920000.0,874242.5,99.79661016949152,94.83308474576272,0
Hudson Bay Area,1997-03-13,2285,1428125.0,1426250.0,1345847.5000000002,99.86870897155362,94.23877461706786,0
Hudson Strait,1997-03-13,305,190625.0,190625.0,167800.0,100.0,88.02622950819672,0
Foxe Basin,1997-03-14,341,213125.0,213125.0,203395.0,100.0,95.43460410557184,0
Gulf of Boothia,1997-03-14,164,102500.0,102500.0,101090.0,100.0,98.62439024390244,0
Hudson Bay,1997-03-14,1475,921875.0,920000.0,883675.0000000001,99.79661016949152,95.8562711864407,0
Hudson Bay Area,1997-03-14,2285,1428125.0,1426250.0,1355180.0,99.86870897155362,94.89225382932166,0
Hudson Strait,1997-03-14,305,190625.0,190625.0,167020.00000000003,100.0,87.61704918032788,0
Foxe Basin,1997-03-15,341,213125.0,213125.0,205077.50000000003,100.0,96.22404692082114,0
Gulf of Boothia,1997-03-15,164,102500.0,102500.0,100982.5,100.0,98.51951219512196,0
Hudson Bay,1997-03-15,1475,921875.0,920000.0,887900.0000000001,99.79661016949152,96.31457627118644,0
Hudson Bay Area,1997-03-15,2285,1428125.0,1426250.0,1365975.0,99.86870897155362,95.64814004376368,0
Hudson Strait,1997-03-15,305,190625.0,190625.0,172015.0,100.0,90.23737704918032,0
Foxe Basin,1997-03-16,341,213125.0,213125.0,206305.0,100.0,96.8,0
Gulf of Boothia,1997-03-16,164,102500.0,102500.0,100985.0,100.0,98.5219512195122,0
Hudson Bay,1997-03-16,1475,921875.0,920000.0,890819.9999999999,99.79661016949152,96.63132203389829,0
Hudson Bay Area,1997-03-16,2285,1428125.0,1426250.0,1371285.0,99.86870897155362,96.01995623632384,0
Hudson Strait,1997-03-16,305,190625.0,190625.0,173175.0,100.0,90.84590163934426,0
Foxe Basin,1997-03-17,341,213125.0,213125.0,204902.5,100.0,96.14193548387097,0
Gulf of Boothia,1997-03-17,164,102500.0,102500.0,100565.0,100.0,98.11219512195122,0
Hudson Bay,1997-03-17,1475,921875.0,920000.0,885515.0,99.79661016949152,96.05586440677966,0
Hudson Bay Area,1997-03-17,2285,1428125.0,1426250.0,1363087.5,99.86870897155362,95.44595185995624,0
Hudson Strait,1997-03-17,305,190625.0,190625.0,172105.0,100.0,90.28459016393442,0
Foxe Basin,1997-03-18,341,213125.0,213125.0,202675.0,100.0,95.09677419354836,0
Gulf of Boothia,1997-03-18,164,102500.0,102500.0,100425.0,100.0,97.97560975609755,0
Hudson Bay,1997-03-18,1475,921875.0,920000.0,870517.5,99.79661016949152,94.42901694915254,0
Hudson Bay Area,1997-03-18,2285,1428125.0,1426250.0,1348154.9999999998,99.86870897155362,94.40035010940916,0
Hudson Strait,1997-03-18,305,190625.0,190625.0,174537.5,100.0,91.56065573770492,0
Foxe Basin,1997-03-19,341,213125.0,213125.0,203370.0,100.0,95.42287390029324,0
Gulf of Boothia,1997-03-19,164,102500.0,102500.0,100332.5,100.0,97.88536585365854,0
Hudson Bay,1997-03-19,1475,921875.0,920000.0,875515.0,99.79661016949152,94.9711186440678,0
Hudson Bay Area,1997-03-19,2285,1428125.0,1426250.0,1349120.0,99.86870897155362,94.46792122538294,0
Hudson Strait,1997-03-19,305,190625.0,190625.0,169902.5,100.0,89.12918032786885,0
Foxe Basin,1997-03-20,341,213125.0,213125.0,204357.5,100.0,95.88621700879766,0
Gulf of Boothia,1997-03-20,164,102500.0,102500.0,100710.0,100.0,98.25365853658536,0
Hudson Bay,1997-03-20,1475,921875.0,920000.0,886930.0,99.79661016949152,96.2093559322034,0
Hudson Bay Area,1997-03-20,2285,1428125.0,1426250.0,1364335.0,99.86870897155362,95.53330415754924,0
Hudson Strait,1997-03-20,305,190625.0,190625.0,172337.5,100.0,90.40655737704918,0
Foxe Basin,1997-03-21,341,213125.0,213125.0,204765.00000000003,100.0,96.07741935483872,0
Gulf of Boothia,1997-03-21,164,102500.0,102500.0,100925.0,100.0,98.46341463414636,0
Hudson Bay,1997-03-21,1475,921875.0,920000.0,893417.5,99.79661016949152,96.91308474576272,0
Hudson Bay Area,1997-03-21,2285,1428125.0,1426250.0,1374240.0,99.86870897155362,96.22687089715537,0
Hudson Strait,1997-03-21,305,190625.0,190625.0,175132.5,100.0,91.8727868852459,0
Foxe Basin,1997-03-22,341,213125.0,213125.0,201217.5,100.0,94.41290322580645,0
Gulf of Boothia,1997-03-22,164,102500.0,102500.0,100775.0,100.0,98.3170731707317,0
Hudson Bay,1997-03-22,1475,921875.0,920000.0,889505.0,99.79661016949152,96.48867796610168,0
Hudson Bay Area,1997-03-22,2285,1428125.0,1426250.0,1364890.0,99.86870897155362,95.57216630196936,0
Hudson Strait,1997-03-22,305,190625.0,190625.0,173392.5,100.0,90.96,0
Foxe Basin,1997-03-23,341,213125.0,213125.0,199995.0,100.0,93.83929618768327,0
Gulf of Boothia,1997-03-23,164,102500.0,102500.0,100700.0,100.0,98.2439024390244,0
Hudson Bay,1997-03-23,1475,921875.0,920000.0,893060.0,99.79661016949152,96.87430508474576,0
Hudson Bay Area,1997-03-23,2285,1428125.0,1426250.0,1365642.4999999998,99.86870897155362,95.6248577680525,0
Hudson Strait,1997-03-23,305,190625.0,190625.0,171887.5,100.0,90.1704918032787,0
Foxe Basin,1997-03-24,341,213125.0,213125.0,200712.5,100.0,94.17595307917888,0
Gulf of Boothia,1997-03-24,164,102500.0,102500.0,100577.5,100.0,98.12439024390244,0
Hudson Bay,1997-03-24,1475,921875.0,920000.0,899539.9999999999,99.79661016949152,97.57722033898304,0
Hudson Bay Area,1997-03-24,2285,1428125.0,1426250.0,1372225.0,99.86870897155362,96.08577680525164,0
Hudson Strait,1997-03-24,305,190625.0,190625.0,171395.00000000003,100.0,89.912131147541,0
Foxe Basin,1997-03-25,341,213125.0,213125.0,201377.5,100.0,94.48797653958944,0
Gulf of Boothia,1997-03-25,164,102500.0,102500.0,100677.5,100.0,98.2219512195122,0
Hudson Bay,1997-03-25,1475,921875.0,920000.0,905487.5,99.79661016949152,98.22237288135594,0
Hudson Bay Area,1997-03-25,2285,1428125.0,1426250.0,1376762.5,99.86870897155362,96.40350109409192,0
Hudson Strait,1997-03-25,305,190625.0,190625.0,169220.0,100.0,88.7711475409836,0
Foxe Basin,1997-03-26,341,213125.0,213125.0,205380.0,100.0,96.36598240469208,0
Gulf of Boothia,1997-03-26,164,102500.0,102500.0,100802.5,100.0,98.3439024390244,0
Hudson Bay,1997-03-26,1475,921875.0,920000.0,904617.5,99.79661016949152,98.128,0
