region,date,water_pixels,water_area_km2,absolute_ice_area_km2,relative_ice_area_km2,absolute_coverage_percent,relative_coverage_percent,missing_pixels
Foxe Basin,1978-10-26,341,213125.0,213125.0,167132.5,100.0,78.41994134897361,0
Gulf of Boothia,1978-10-26,164,102500.0,102500.0,97350.0,100.0,94.97560975609755,0
Hudson Bay,1978-10-26,1475,921875.0,144375.0,70172.5,15.66101694915254,7.611932203389831,0
Hudson Bay Area,1978-10-26,2285,1428125.0,481250.0,340992.5,33.69803063457331,23.876936542669583,0
Hudson Strait,1978-10-26,305,190625.0,21250.0,6337.5,11.147540983606556,3.324590163934426,0
Foxe Basin,1978-10-28,341,213125.0,212500.0,176160.0,99.7067448680352,82.65571847507331,0
Gulf of Boothia,1978-10-28,164,102500.0,102500.0,97825.0,100.0,95.4390243902439,0
Hudson Bay,1978-10-28,1475,921875.0,169375.0,81830.0,18.372881355932204,8.876474576271187,0
Hudson Bay Area,1978-10-28,2285,1428125.0,511250.0,362565.0,35.798687089715536,25.387483588621443,0
Hudson Strait,1978-10-28,305,190625.0,26875.0,6750.0,14.098360655737704,3.540983606557377,0
Foxe Basin,1978-10-30,341,213125.0,213125.0,175537.5,100.0,82.36363636363636,0
Gulf of Boothia,1978-10-30,164,102500.0,102500.0,97197.5,100.0,94.82682926829268,0
Hudson Bay,1978-10-30,1475,921875.0,189375.0,114300.0,20.54237288135593,12.39864406779661,0
Hudson Bay Area,1978-10-30,2285,1428125.0,549375.0,400340.0,38.46827133479212,28.032560175054705,0
Hudson Strait,1978-10-30,305,190625.0,44375.0,13305.0,23.27868852459016,6.979672131147541,0
Foxe Basin,1978-11-01,341,213125.0,213125.0,176542.5,100.0,82.83519061583577,0
Gulf of Boothia,1978-11-01,164,102500.0,102500.0,95060.0,100.0,92.74146341463414,0
Hudson Bay,1978-11-01,1475,921875.0,206875.0,118195.0,22.440677966101696,12.82115254237288,0
Hudson Bay Area,1978-11-01,2285,1428125.0,563750.0,404090.0,39.47483588621444,28.295142231947484,0
Hudson Strait,1978-11-01,305,190625.0,41250.0,14292.5,21.639344262295083,7.497704918032787,0
Foxe Basin,1978-11-03,341,213125.0,213125.0,184055.0,100.0,86.36011730205279,0
Gulf of Boothia,1978-11-03,164,102500.0,102500.0,97257.5,100.0,94.88536585365854,0
Hudson Bay,1978-11-03,1475,921875.0,202500.0,105465.0,21.966101694915253,11.440271186440675,0
Hudson Bay Area,1978-11-03,2285,1428125.0,576250.0,406735.0,40.35010940919037,28.48035010940919,0
Hudson Strait,1978-11-03,305,190625.0,58125.0,19957.5,30.49180327868853,10.46950819672131,0
Foxe Basin,1978-11-05,341,213125.0,213125.0,181770.0,100.0,85.28797653958944,0
Gulf of Boothia,1978-11-05,164,102500.0,102500.0,96052.5,100.0,93.70975609756096,0
Hudson Bay,1978-11-05,1475,921875.0,244375.0,141802.5,26.508474576271187,15.381966101694916,0
Hudson Bay Area,1978-11-05,2285,1428125.0,622500.0,437425.0,43.58862144420132,30.62932166301969,0
Hudson Strait,1978-11-05,305,190625.0,62500.0,17800.0,32.78688524590164,9.337704918032786,0
Foxe Basin,1978-11-07,341,213125.0,213125.0,185767.5,100.0,87.16363636363636,0
Gulf of Boothia,1978-11-07,164,102500.0,102500.0,95620.0,100.0,93.28780487804876,0
Hudson Bay,1978-11-07,1475,921875.0,334375.0,196945.0,36.271186440677965,21.363525423728813,0
Hudson Bay Area,1978-11-07,2285,1428125.0,711250.0,501890.0,49.80306345733042,35.14328227571116,0
Hudson Strait,1978-11-07,305,190625.0,61250.0,23557.5,32.131147540983605,12.358032786885246,0
Foxe Basin,1978-11-09,341,213125.0,213125.0,189360.0,100.0,88.84926686217008,0
Gulf of Boothia,1978-11-09,164,102500.0,102500.0,95847.5,100.0,93.50975609756098,0
Hudson Bay,1978-11-09,1475,921875.0,378125.0,233612.5,41.01694915254237,25.34101694915254,0
Hudson Bay Area,1978-11-09,2285,1428125.0,767500.0,545335.0,53.7417943107221,38.1853829321663,0
Hudson Strait,1978-11-09,305,190625.0,73750.0,26515.0,38.68852459016394,13.909508196721312,0
Foxe Basin,1978-11-11,341,213125.0,213125.0,186160.0,100.0,87.34780058651026,0
Gulf of Boothia,1978-11-11,164,102500.0,102500.0,95410.0,100.0,93.08292682926827,0
Hudson Bay,1978-11-11,1475,921875.0,436875.0,288052.5,47.389830508474574,31.24637288135593,0
Hudson Bay Area,1978-11-11,2285,1428125.0,833125.0,598850.0,58.33698030634573,41.93260393873086,0
Hudson Strait,1978-11-11,305,190625.0,80625.0,29227.5,42.29508196721312,15.332459016393445,0
Foxe Basin,1978-11-13,341,213125.0,213125.0,188717.5,100.0,88.54780058651026,0
Gulf of Boothia,1978-11-13,164,102500.0,102500.0,96552.5,100.0,94.19756097560976,0
Hudson Bay,1978-11-13,1475,921875.0,493750.0,346555.00000000006,53.559322033898304,37.59240677966103,0
Hudson Bay Area,1978-11-13,2285,1428125.0,914375.0,675110.0,64.02625820568927,47.27247264770241,0
Hudson Strait,1978-11-13,305,190625.0,105000.0,43285.0,55.08196721311475,22.70688524590164,0
Foxe Basin,1978-11-15,341,213125.0,213125.0,189875.0,100.0,89.0909090909091,0
Gulf of Boothia,1978-11-15,164,102500.0,102500.0,97627.5,100.0,95.24634146341464,0
Hudson Bay,1978-11-15,1475,921875.0,528125.0,366727.5,57.28813559322034,39.78061016949152,0
Hudson Bay Area,1978-11-15,2285,1428125.0,963125.0,700672.5,67.4398249452954,49.06240700218818,0
Hudson Strait,1978-11-15,305,190625.0,119375.0,46442.50000000001,62.62295081967213,24.363278688524595,0
Foxe Basin,1978-11-17,341,213125.0,213125.0,189232.5,100.0,88.78944281524927,0
Gulf of Boothia,1978-11-17,164,102500.0,102500.0,97435.0,100.0,95.05853658536584,0
Hudson Bay,1978-11-17,1475,921875.0,595000.0,424620.00000000006,64.54237288135593,46.0604745762712,0
Hudson Bay Area,1978-11-17,2285,1428125.0,1031250.0,766030.0,72.21006564551422,53.63886214442013,0
Hudson Strait,1978-11-17,305,190625.0,120625.0,54742.49999999999,63.278688524590166,28.717377049180325,0
Foxe Basin,1978-11-19,341,213125.0,213125.0,193110.0,100.0,90.60879765395894,0
Gulf of Boothia,1978-11-19,164,102500.0,102500.0,95985.0,100.0,93.6439024390244,0
Hudson Bay,1978-11-19,1475,921875.0,738750.0,516257.5,80.13559322033899,56.000813559322026,0
Hudson Bay Area,1978-11-19,2285,1428125.0,1203125.0,883185.0,84.24507658643326,61.842275711159736,0
Hudson Strait,1978-11-19,305,190625.0,148750.0,77832.5,78.0327868852459,40.83016393442623,0
Foxe Basin,1978-11-21,341,213125.0,213125.0,197015.0,100.0,92.44105571847508,0
Gulf of Boothia,1978-11-21,164,102500.0,102500.0,98252.5,100.0,95.8560975609756,0
Hudson Bay,1978-11-21,1475,921875.0,786250.0,586335.0,85.28813559322033,63.6024406779661,0
Hudson Bay Area,1978-11-21,2285,1428125.0,1262500.0,972305.0,88.40262582056893,68.08262582056894,0
Hudson Strait,1978-11-21,305,190625.0,160625.0,90702.5,84.26229508196721,47.58163934426229,0
Foxe Basin,1978-11-23,341,213125.0,213125.0,198942.5,100.0,93.34545454545454,0
Gulf of Boothia,1978-11-23,164,102500.0,102500.0,97305.0,100.0,94.93170731707316,0
Hudson Bay,1978-11-23,1475,921875.0,811250.0,672814.9999999999,88.0,72.98332203389829,0
Hudson Bay Area,1978-11-23,2285,1428125.0,1317500.0,1102365.0,92.25382932166302,77.18967177242888,0
Hudson Strait,1978-11-23,305,190625.0,190625.0,133302.5,100.0,69.92918032786885,0
Foxe Basin,1978-11-25,341,213125.0,213125.0,201045.00000000003,100.0,94.33196480938416,0
Gulf of Boothia,1978-11-25,164,102500.0,102500.0,97867.5,100.0,95.48048780487804,0
Hudson Bay,1978-11-25,1475,921875.0,858125.0,712367.5,93.08474576271186,77.2737627118644,0
Hudson Bay Area,1978-11-25,2285,1428125.0,1364375.0,1153222.5,95.53610503282276,80.75080962800875,0
Hudson Strait,1978-11-25,305,190625.0,190625.0,141942.5,100.0,74.4616393442623,0
Foxe Basin,1978-11-27,341,213125.0,213125.0,193677.5,100.0,90.875073313783,0
Gulf of Boothia,1978-11-27,164,102500.0,102500.0,98662.5,100.0,96.25609756097565,0
Hudson Bay,1978-11-27,1475,921875.0,898125.0,752107.5,97.42372881355932,81.58454237288136,0
Hudson Bay Area,1978-11-27,2285,1428125.0,1403750.0,1176567.5,98.29321663019694,82.3854704595186,0
Hudson Strait,1978-11-27,305,190625.0,190000.0,132120.0,99.67213114754098,69.30885245901639,0
Foxe Basin,1978-11-29,341,213125.0,213125.0,187127.5,100.0,87.80175953079178,0
Gulf of Boothia,1978-11-29,164,102500.0,102500.0,98812.5,100.0,96.40243902439023,0
Hudson Bay,1978-11-29,1475,921875.0,918125.0,809470.0,99.59322033898304,87.80691525423728,0
Hudson Bay Area,1978-11-29,2285,1428125.0,1423750.0,1217112.5,99.69365426695842,85.22450765864333,0
Hudson Strait,1978-11-29,305,190625.0,190000.0,121702.5,99.67213114754098,63.84393442622951,0
Foxe Basin,1978-12-01,341,213125.0,213125.0,193542.5,100.0,90.8117302052786,0
Gulf of Boothia,1978-12-01,164,102500.0,102500.0,99590.0,100.0,97.1609756097561,0
Hudson Bay,1978-12-01,1475,921875.0,920000.0,826422.5,99.79661016949152,89.64583050847457,0
Hudson Bay Area,1978-12-01,2285,1428125.0,1426250.0,1256387.5,99.86870897155362,87.97461706783369,0
Hudson Strait,1978-12-01,305,190625.0,190625.0,136832.5,100.0,71.78098360655737,0
Foxe Basin,1978-12-03,341,213125.0,213125.0,196575.0,100.0,92.23460410557183,0
Gulf of Boothia,1978-12-03,164,102500.0,102500.0,100105.0,100.0,97.66341463414632,0
Hudson Bay,1978-12-03,1475,921875.0,920000.0,835337.5,99.79661016949152,90.6128813559322,0
Hudson Bay Area,1978-12-03,2285,1428125.0,1426250.0,1268817.5,99.86870897155362,88.84498905908096,0
Hudson Strait,1978-12-03,305,190625.0,190625.0,136800.0,100.0,71.76393442622951,0
Foxe Basin,1978-12-05,341,213125.0,213125.0,194757.5,100.0,91.38181818181818,0
Gulf of Boothia,1978-12-05,164,102500.0,102500.0,98750.0,100.0,96.34146341463416,0
Hudson Bay,1978-12-05,1475,921875.0,920000.0,824412.5,99.79661016949152,89.4277966101695,0
Hudson Bay Area,1978-12-05,2285,1428125.0,1426250.0,1256932.5,99.86870897155362,88.01277899343545,0
Hudson Strait,1978-12-05,305,190625.0,190625.0,139012.5,100.0,72.92459016393443,0
Foxe Basin,1978-12-07,341,213125.0,213125.0,198430.0,100.0,93.1049853372434,0
Gulf of Boothia,1978-12-07,164,102500.0,102500.0,98615.0,100.0,96.20975609756096,0
Hudson Bay,1978-12-07,1475,921875.0,920000.0,835542.5,99.79661016949152,90.6351186440678,0
Hudson Bay Area,1978-12-07,2285,1428125.0,1426250.0,1278395.0,99.86870897155362,89.51562363238511,0
Hudson Strait,1978-12-07,305,190625.0,190625.0,145807.5,100.0,76.48918032786885,0
Foxe Basin,1978-12-09,341,213125.0,213125.0,196042.5,100.0,91.98475073313784,0
Gulf of Boothia,1978-12-09,164,102500.0,102500.0,98737.5,100.0,96.32926829268293,0
Hudson Bay,1978-12-09,1475,921875.0,920000.0,858102.5,99.79661016949152,93.08230508474576,0
Hudson Bay Area,1978-12-09,2285,1428125.0,1426250.0,1304150.0,99.86870897155362,91.31903719912472,0
Hudson Strait,1978-12-09,305,190625.0,190625.0,151267.5,100.0,79.35344262295082,0
Foxe Basin,1978-12-11,341,213125.0,213125.0,197407.5,100.0,92.62521994134896,0
Gulf of Boothia,1978-12-11,164,102500.0,102500.0,99097.5,100.0,96.68048780487806,0
Hudson Bay,1978-12-11,1475,921875.0,920000.0,868615.0000000001,99.79661016949152,94.22264406779662,0
Hudson Bay Area,1978-12-11,2285,1428125.0,1426250.0,1323592.5,99.86870897155362,92.68043763676148,0
Hudson Strait,1978-12-11,305,190625.0,190625.0,158472.5,100.0,83.13311475409836,0
Foxe Basin,1978-12-13,341,213125.0,213125.0,194680.0,100.0,91.34545454545454,0
Gulf of Boothia,1978-12-13,164,102500.0,102500.0,98857.5,100.0,96.44634146341464,0
Hudson Bay,1978-12-13,1475,921875.0,920000.0,876315.0,99.79661016949152,95.05789830508476,0
Hudson Bay Area,1978-12-13,2285,1428125.0,1426250.0,1323910.0,99.86870897155362,92.70266958424509,0
Hudson Strait,1978-12-13,305,190625.0,190625.0,154057.5,100.0,80.81704918032787,0
Foxe Basin,1978-12-15,341,213125.0,213125.0,193802.5,100.0,90.93372434017596,0
Gulf of Boothia,1978-12-15,164,102500.0,102500.0,99982.5,100.0,97.5439024390244,0
Hudson Bay,1978-12-15,1475,921875.0,920000.0,885515.0,99.79661016949152,96.05586440677966,0
Hudson Bay Area,1978-12-15,2285,1428125.0,1426250.0,1337427.5,99.86870897155362,93.64919037199124,0
Hudson Strait,1978-12-15,305,190625.0,190625.0,158127.5,100.0,82.95213114754098,0
Foxe Basin,1978-12-17,341,213125.0,213125.0,195345.0,100.0,91.6574780058651,0
Gulf of Boothia,1978-12-17,164,102500.0,102500.0,100100.0,100.0,97.65853658536584,0
Hudson Bay,1978-12-17,1475,921875.0,920000.0,880982.4999999999,99.79661016949152,95.5642033898305,0
Hudson Bay Area,1978-12-17,2285,1428125.0,1426250.0,1337257.5,99.86870897155362,93.63728665207876,0
Hudson Strait,1978-12-17,305,190625.0,190625.0,160829.99999999997,100.0,84.36983606557375,0
Foxe Basin,1978-12-19,341,213125.0,213125.0,200812.5,100.0,94.22287390029324,0
Gulf of Boothia,1978-12-19,164,102500.0,102500.0,101060.0,100.0,98.59512195121953,0
Hudson Bay,1978-12-19,1475,921875.0,920000.0,880620.0,99.79661016949152,95.5248813559322,0
Hudson Bay Area,1978-12-19,2285,1428125.0,1426250.0,1345700.0,99.86870897155362,94.22844638949672,0
Hudson Strait,1978-12-19,305,190625.0,190625.0,163207.5,100.0,85.61704918032787,0
Foxe Basin,1978-12-21,341,213125.0,213125.0,196052.50000000003,100.0,91.98944281524928,0
Gulf of Boothia,1978-12-21,164,102500.0,102500.0,101255.0,100.0,98.78536585365852,0
Hudson Bay,1978-12-21,1475,921875.0,920000.0,872537.5,99.79661016949152,94.64813559322036,0
Hudson Bay Area,1978-12-21,2285,1428125.0,1426250.0,1318950.0,99.86870897155362,92.35536105032824,0
Hudson Strait,1978-12-21,305,190625.0,190625.0,149105.0,100.0,78.21901639344263,0
Foxe Basin,1978-12-23,341,213125.0,213125.0,200150.0,100.0,93.91202346041057,0
Gulf of Boothia,1978-12-23,164,102500.0,102500.0,98912.5,100.0,96.5,0
Hudson Bay,1978-12-23,1475,921875.0,920000.0,877525.0,99.79661016949152,95.18915254237288,0
Hudson Bay Area,1978-12-23,2285,1428125.0,1426250.0,1337177.5,99.86870897155362,93.63168490153171,0
Hudson Strait,1978-12-23,305,190625.0,190625.0,160590.0,100.0,84.24393442622952,0
Foxe Basin,1978-12-25,341,213125.0,213125.0,197727.5,100.0,92.77536656891492,0
Gulf of Boothia,1978-12-25,164,102500.0,102500.0,99775.0,100.0,97.34146341463412,0
Hudson Bay,1978-12-25,1475,921875.0,920000.0,880897.5,99.79661016949152,95.55498305084744,0
Hudson Bay Area,1978-12-25,2285,1428125.0,1426250.0,1333405.0,99.86870897155362,93.3675273522976,0
Hudson Strait,1978-12-25,305,190625.0,190625.0,155005.0,100.0,81.31409836065573,0
Foxe Basin,1978-12-27,341,213125.0,213125.0,202330.0,100.0,94.9348973607038,0
Gulf of Boothia,1978-12-27,164,102500.0,102500.0,100777.5,100.0,98.31951219512194,0
Hudson Bay,1978-12-27,1475,921875.0,920000.0,863340.0,99.79661016949152,93.6504406779661,0
Hudson Bay Area,1978-12-27,2285,1428125.0,1426250.0,1321827.5,99.86870897155362,92.55684901531728,0
Hudson Strait,1978-12-27,305,190625.0,190625.0,155380.0,100.0,81.51081967213115,0
Foxe Basin,1978-12-29,341,213125.0,213125.0,201422.5,100.0,94.50909090909092,0
Gulf of Boothia,1978-12-29,164,102500.0,102500.0,99935.0,100.0,97.49756097560974,0
Hudson Bay,1978-12-29,1475,921875.0,920000.0,872427.5,99.79661016949152,94.63620338983053,0
Hudson Bay Area,1978-12-29,2285,1428125.0,1426250.0,1330555.0,99.86870897155362,93.16796498905909,0
Hudson Strait,1978-12-29,305,190625.0,190625.0,156770.0,100.0,82.24,0
Foxe Basin,1978-12-31,341,213125.0,213125.0,202102.5,100.0,94.8281524926686,0
Gulf of Boothia,1978-12-31,164,102500.0,102500.0,99960.0,100.0,97.5219512195122,0
Hudson Bay,1978-12-31,1475,921875.0,920000.0,867795.0,99.79661016949152,94.13369491525424,0
Hudson Bay Area,1978-12-31,2285,1428125.0,1426250.0,1331037.5,99.86870897155362,93.20175054704596,0
Hudson Strait,1978-12-31,305,190625.0,190625.0,161180.0,100.0,84.55344262295083,0
Foxe Basin,1979-01-02,341,213125.0,213125.0,197675.0,100.0,92.7507331378299,0
Gulf of Boothia,1979-01-02,164,102500.0,102500.0,97652.5,100.0,95.27073170731708,0
Hudson Bay,1979-01-02,1475,921875.0,920000.0,867727.5,99.79661016949152,94.12637288135592,0
Hudson Bay Area,1979-01-02,2285,1428125.0,1426250.0,1325585.0,99.86870897155362,92.81995623632385,0
Hudson Strait,1979-01-02,305,190625.0,190625.0,162530.0,100.0,85.26163934426229,0
Foxe Basin,1979-01-04,341,213125.0,213125.0,193415.0,100.0,90.75190615835776,0
Gulf of Boothia,1979-01-04,164,102500.0,102500.0,97390.0,100.0,95.01463414634148,0
Hudson Bay,1979-01-04,1475,921875.0,920000.0,875722.5,99.79661016949152,94.99362711864408,0
Hudson Bay Area,1979-01-04,2285,1428125.0,1426250.0,1332522.5,99.86870897155362,93.3057330415755,0
Hudson Strait,1979-01-04,305,190625.0,190625.0,165995.0,100.0,87.07934426229508,0
Foxe Basin,1979-01-06,341,213125.0,213125.0,196677.50000000003,100.0,92.28269794721407,0
Gulf of Boothia,1979-01-06,164,102500.0,102500.0,98320.0,100.0,95.9219512195122,0
Hudson Bay,1979-01-06,1475,921875.0,920000.0,881427.5000000001,99.79661016949152,95.6124745762712,0
Hudson Bay Area,1979-01-06,2285,1428125.0,1426250.0,1344455.0,99.86870897155362,94.14126914660832,0
Hudson Strait,1979-01-06,305,190625.0,190625.0,168030.0,100.0,88.14688524590164,0
Foxe Basin,1979-01-08,341,213125.0,213125.0,203072.5,100.0,95.283284457478,0
Gulf of Boothia,1979-01-08,164,102500.0,102500.0,98460.0,100.0,96.05853658536586,0
Hudson Bay,1979-01-08,1475,921875.0,920000.0,891382.5,99.79661016949152,96.69233898305085,0
Hudson Bay Area,1979-01-08,2285,1428125.0,1426250.0,1364137.5,99.86870897155362,95.5194748358862,0
Hudson Strait,1979-01-08,305,190625.0,190625.0,171222.5,100.0,89.8216393442623,0
Foxe Basin,1979-01-10,341,213125.0,213125.0,204147.50000000003,100.0,95.7876832844575,0
Gulf of Boothia,1979-01-10,164,102500.0,102500.0,97885.0,100.0,95.49756097560976,0
Hudson Bay,1979-01-10,1475,921875.0,920000.0,892797.5000000001,99.79661016949152,96.8458305084746,0
Hudson Bay Area,1979-01-10,2285,1428125.0,1426250.0,1373507.5,99.86870897155362,96.17557986870897,0
Hudson Strait,1979-01-10,305,190625.0,190625.0,178677.5,100.0,93.73245901639343,0
Foxe Basin,1979-01-12,341,213125.0,213125.0,205997.5,100.0,96.65571847507331,0
Gulf of Boothia,1979-01-12,164,102500.0,102500.0,99100.0,100.0,96.6829268292683,0
Hudson Bay,1979-01-12,1475,921875.0,920000.0,898620.0,99.79661016949152,97.47742372881356,0
Hudson Bay Area,1979-01-12,2285,1428125.0,1426250.0,1379025.0,99.86870897155362,96.56192560175054,0
Hudson Strait,1979-01-12,305,190625.0,190625.0,175307.5,100.0,91.96459016393445,0
Foxe Basin,1979-01-14,341,213125.0,213125.0,204505.00000000003,100.0,95.95542521994136,0
Gulf of Boothia,1979-01-14,164,102500.0,102500.0,98385.0,100.0,95.98536585365854,0
Hudson Bay,1979-01-14,1475,921875.0,920000.0,894550.0,99.79661016949152,97.03593220338983,0
Hudson Bay Area,1979-01-14,2285,1428125.0,1426250.0,1370960.0,99.86870897155362,95.99719912472648,0
Hudson Strait,1979-01-14,305,190625.0,190625.0,173520.0,100.0,91.02688524590164,0
Foxe Basin,1979-01-16,341,213125.0,213125.0,202427.5,100.0,94.98064516129033,0
Gulf of Boothia,1979-01-16,164,102500.0,102500.0,98647.5,100.0,96.24146341463415,0
Hudson Bay,1979-01-16,1475,921875.0,920000.0,878820.0,99.79661016949152,95.32962711864408,0
Hudson Bay Area,1979-01-16,2285,1428125.0,1426250.0,1350110.0,99.86870897155362,94.53724288840264,0
Hudson Strait,1979-01-16,305,190625.0,190625.0,170215.0,100.0,89.29311475409835,0
Foxe Basin,1979-01-18,341,213125.0,213125.0,202307.5,100.0,94.92434017595308,0
Gulf of Boothia,1979-01-18,164,102500.0,102500.0,97675.0,100.0,95.29268292682929,0
Hudson Bay,1979-01-18,1475,921875.0,920000.0,878487.5,99.79661016949152,95.2935593220339,0
Hudson Bay Area,1979-01-18,2285,1428125.0,1426250.0,1345417.5,99.86870897155362,94.20866520787746,0
Hudson Strait,1979-01-18,305,190625.0,190625.0,166947.5,100.0,87.57901639344263,0
Foxe Basin,1979-01-20,341,213125.0,213125.0,205972.5,100.0,96.64398826979472,0
Gulf of Boothia,1979-01-20,164,102500.0,102500.0,98600.0,100.0,96.1951219512195,0
Hudson Bay,1979-01-20,1475,921875.0,920000.0,879992.5,99.79661016949152,95.45681355932204,0
Hudson Bay Area,1979-01-20,2285,1428125.0,1426250.0,1357047.5,99.86870897155362,95.02301969365426,0
Hudson Strait,1979-01-20,305,190625.0,190625.0,172482.5,100.0,90.48262295081967,0
Foxe Basin,1979-01-22,341,213125.0,213125.0,207565.0,100.0,97.39120234604106,0
Gulf of Boothia,1979-01-22,164,102500.0,102500.0,100547.5,100.0,98.09512195121953,0
Hudson Bay,1979-01-22,1475,921875.0,920000.0,882830.0,99.79661016949152,95.76461016949152,0
Hudson Bay Area,1979-01-22,2285,1428125.0,1426250.0,1366517.5,99.86870897155362,95.68612691466085,0
Hudson Strait,1979-01-22,305,190625.0,190625.0,175575.0,100.0,92.10491803278688,0
Foxe Basin,1979-01-24,341,213125.0,213125.0,202302.50000000003,100.0,94.92199413489736,0
Gulf of Boothia,1979-01-24,164,102500.0,102500.0,98880.0,100.0,96.46829268292684,0
Hudson Bay,1979-01-24,1475,921875.0,920000.0,875110.0,99.79661016949152,94.92718644067796,0
Hudson Bay Area,1979-01-24,2285,1428125.0,1426250.0,1340370.0,99.86870897155362,93.85522975929976,0
Hudson Strait,1979-01-24,305,190625.0,190625.0,164077.5,100.0,86.07344262295082,0
Foxe Basin,1979-01-26,341,213125.0,213125.0,200387.5,100.0,94.0234604105572,0
Gulf of Boothia,1979-01-26,164,102500.0,102500.0,99720.0,100.0,97.28780487804876,0
Hudson Bay,1979-01-26,1475,921875.0,920000.0,871555.0,99.79661016949152,94.5415593220339,0
Hudson Bay Area,1979-01-26,2285,1428125.0,1426250.0,1335089.9999999998,99.86870897155362,93.48551422319473,0
Hudson Strait,1979-01-26,305,190625.0,190625.0,163427.5,100.0,85.73245901639345,0
Foxe Basin,1979-01-28,341,213125.0,213125.0,202525.0,100.0,95.02639296187684,0
Gulf of Boothia,1979-01-28,164,102500.0,102500.0,99830.0,100.0,97.39512195121952,0
Hudson Bay,1979-01-28,1475,921875.0,920000.0,877162.5,99.79661016949152,95.14983050847458,0
Hudson Bay Area,1979-01-28,2285,1428125.0,1426250.0,1345767.5,99.86870897155362,94.2331728665208,0
Hudson Strait,1979-01-28,305,190625.0,190625.0,166250.0,100.0,87.21311475409836,0
Foxe Basin,1979-01-30,341,213125.0,213125.0,201565.0,100.0,94.57595307917887,0
Gulf of Boothia,1979-01-30,164,102500.0,102500.0,99457.5,100.0,97.03170731707316,0
Hudson Bay,1979-01-30,1475,921875.0,920000.0,882552.5,99.79661016949152,95.73450847457627,0
Hudson Bay Area,1979-01-30,2285,1428125.0,1426250.0,1347400.0,99.86870897155362,94.34748358862144,0
Hudson Strait,1979-01-30,305,190625.0,190625.0,163825.0,100.0,85.94098360655738,0
Foxe Basin,1979-02-01,341,213125.0,213125.0,202855.0,100.0,95.18123167155426,0
Gulf of Boothia,1979-02-01,164,102500.0,102500.0,99022.5,100.0,96.60731707317072,0
Hudson Bay,1979-02-01,1475,921875.0,920000.0,893040.0,99.79661016949152,96.87213559322034,0
Hudson Bay Area,1979-02-01,2285,1428125.0,1426250.0,1361132.5,99.86870897155362,95.3090590809628,0
Hudson Strait,1979-02-01,305,190625.0,190625.0,166215.0,100.0,87.19475409836066,0
Foxe Basin,1979-02-03,341,213125.0,213125.0,205800.0,100.0,96.56304985337242,0
Gulf of Boothia,1979-02-03,164,102500.0,102500.0,99292.5,100.0,96.87073170731708,0
Hudson Bay,1979-02-03,1475,921875.0,920000.0,895535.0,99.79661016949152,97.14277966101696,0
Hudson Bay Area,1979-02-03,2285,1428125.0,1426250.0,1372342.5,99.86870897155362,96.09400437636762,0
Hudson Strait,1979-02-03,305,190625.0,190625.0,171715.00000000003,100.0,90.08,0
Foxe Basin,1979-02-05,341,213125.0,213125.0,207065.0,100.0,97.1565982404692,0
Gulf of Boothia,1979-02-05,164,102500.0,102500.0,99435.0,100.0,97.00975609756098,0
Hudson Bay,1979-02-05,1475,921875.0,920000.0,897902.5,99.79661016949152,97.399593220339,0
Hudson Bay Area,1979-02-05,2285,1428125.0,1426250.0,1375335.0,99.86870897155362,96.30354485776805,0
Hudson Strait,1979-02-05,305,190625.0,190625.0,170932.5,100.0,89.66950819672131,0
Foxe Basin,1979-02-07,341,213125.0,213125.0,204957.5,100.0,96.16774193548387,0
Gulf of Boothia,1979-02-07,164,102500.0,102500.0,99027.5,100.0,96.61219512195122,0
Hudson Bay,1979-02-07,1475,921875.0,920000.0,904630.0,99.79661016949152,98.12935593220335,0
Hudson Bay Area,1979-02-07,2285,1428125.0,1426250.0,1383950.0,99.86870897155362,96.90678336980308,0
Hudson Strait,1979-02-07,305,190625.0,190625.0,175335.0,100.0,91.97901639344262,0
Foxe Basin,1979-02-09,341,213125.0,213125.0,203892.5,100.0,95.66803519061584,0
Gulf of Boothia,1979-02-09,164,102500.0,102500.0,99212.5,100.0,96.79268292682929,0
Hudson Bay,1979-02-09,1475,921875.0,920000.0,904585.0,99.79661016949152,98.12447457627118,0
Hudson Bay Area,1979-02-09,2285,1428125.0,1426250.0,1383885.0,99.86870897155362,96.9022319474836,0
Hudson Strait,1979-02-09,305,190625.0,190625.0,176195.0,100.0,92.43016393442625,0
Foxe Basin,1979-02-11,341,213125.0,213125.0,201435.0,100.0,94.5149560117302,0
Gulf of Boothia,1979-02-11,164,102500.0,102500.0,98527.5,100.0,96.12439024390244,0
Hudson Bay,1979-02-11,1475,921875.0,920000.0,904985.0,99.79661016949152,98.16786440677969,0
Hudson Bay Area,1979-02-11,2285,1428125.0,1426250.0,1377120.0,99.86870897155362,96.42853391684902,0
Hudson Strait,1979-02-11,305,190625.0,190625.0,172172.5,100.0,90.32,0
Foxe Basin,1979-02-13,341,213125.0,213125.0,201790.0,100.0,94.6815249266862,0
Gulf of Boothia,1979-02-13,164,102500.0,102500.0,97915.0,100.0,95.52682926829266,0
Hudson Bay,1979-02-13,1475,921875.0,920000.0,906435.0,99.79661016949152,98.32515254237288,0
Hudson Bay Area,1979-02-13,2285,1428125.0,1426250.0,1379567.5,99.86870897155362,96.5999124726477,0
Hudson Strait,1979-02-13,305,190625.0,190625.0,173427.5,100.0,90.9783606557377,0
